idx,persona_text,source_config,age,is_excluded,llm_label,llm_confidence,llm_reason
8412,A high school student struggling with remote learning and in need of extra support and guidance,persona,16.0,False,yes,100,Explicitly described as a high school student
8622,"A younger sibling who is a star player for a high school football team, seeking advice on how to make it to the next level",persona,16.0,False,yes,100,Persona is a high school football team player
8843,A high school student struggling with understanding Newton's laws of motion,persona,16.0,False,yes,100,Explicitly described as a high school student
9146,A high school student starting to face the challenges of peer influence,persona,16.0,False,yes,100,Explicitly described as a high school student
9274,A high school student seeking guidance on career paths in the field of mental health,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
9406,"A mature high schooler with a lot of responsibility, working part-time in his aunt's beauty salon after school and on weekends.",persona,16.0,False,yes,100,Described as a high schooler
9411,A high school senior participating in a project-based learning program that integrates multiple subjects,persona,16.0,False,yes,100,Explicitly described as a high school senior
9519,A Nigerian high school student interested in debating and aspiring to represent Nigeria at an international level.,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
9684,a Vietnamese American high school student who loves cinema,persona,16.0,False,yes,100,explicitly described as a high school student
9766,a 12th grade student studying in Surat,persona,,False,yes,100,12th grade is typically part of upper secondary education
9781,"A high school student who relies on their grandmother's resources for school project, with a soft spot for mythology",persona,16.0,False,yes,100,Persona is explicitly described as a high school student
9840,A high school student interested in social sciences and seeking guidance on how to get involved in activism,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
10286,A high school student eagerly awaiting their turn to attend the same HBCU and follow in their sibling's footsteps,persona,16.0,False,yes,100,Persona is described as a current high school student
10379,"A curious high school student, passionate about philosophy, who just stumbled upon the name Enrico Berti.",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
10649,a high school student who loves clothes and is active on Instagram.,persona,16.0,False,yes,100,explicitly described as a high school student
10701,A highly motivated student council president who is inspired by classic literature to write speeches,persona,,False,yes,90,student council president implies high school setting
11093,a curious high school student who only knows the basic concepts of atomic and molecular structures and behaviors.,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
11102,"Elin Williams, a high school student interested in pursuing a career in epidemiology",persona,16.0,False,yes,100,Persona is explicitly described as a high school student
11194,A younger sister who is also a high school student and finds the personalized learning experience challenging and overwhelming,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
11248,A 16-year-old high school student in New Zealand who is passionate about learning the Maori culture and has been assigned to write an essay about a significant figure within it.,persona,16.0,False,yes,100,Persona is explicitly described as a 16-year-old high school student
11312,a conventional high school student without interest or prior knowledge in artificial intelligence,persona,16.0,False,yes,100,explicitly described as a high school student
11926,A high school student who admires the content creator's visually appealing infographics and shares them with friends,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
12504,A high school student who is interested in pursuing a career in healthcare and wants to learn more about disease prevention,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
12528,A high school friend of Jim who has little interest in politics.,persona,16.0,False,yes,90,described as a high school friend
13169,a high school student who doesn't understand cryptocurrencies.,persona,16.0,False,yes,100,explicitly described as a high school student
13555,A complacent high school student who never pays attention to health matters.,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
13613,A high school student interested in learning construction skills and looking up to the retired construction worker as a mentor,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
14043,A high school athlete who listens to electronic music to get motivated before games,persona,16.0,False,yes,100,Persona is explicitly described as a high school athlete
14334,"an aspiring high school student from a small rural town in Nebraska, dreaming of attending Harvard University one day",persona,16.0,False,yes,100,explicitly described as a high school student
14552,"A group of high school students who are inspired and educated by the filmmaker's documentaries, sparking discussions about social justice",persona,16.0,False,yes,100,Explicitly described as high school students
14597,"A high school student interested in coding, seeking guidance on getting started with OpenCV",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
14643,A high school student who is torn between joining a gang for protection and pursuing education,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
14656,A high school senior who was initially disinterested in math but became motivated after experiencing the math teacher's unique teaching methods,persona,16.0,False,yes,100,Persona is explicitly described as a high school senior
14673,A high school student highly skilled in strategic thinking and excels in team-based multiplayer games,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
14901,The head of the student council who strongly believes in maintaining tradition and status quo,persona,,False,yes,90,"Typically, a student council head is a high school student"
14978,"A virtual study group of fellow high school students, sharing tips and resources for college applications",persona,16.0,False,yes,100,Explicitly mentioned as high school students
15064,a high school student who barely passed biology,persona,16.0,False,yes,100,explicitly described as a high school student
15122,"A high school student with dreams of playing professional volleyball, looking for advice on training and career path",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
15248,A high school student researching African American history for a school project,persona,16.0,False,yes,100,Explicitly described as a high school student
15258,"A high school student who often asks their classmate for math help, as they share the same bus route",persona,16.0,False,yes,100,Explicitly described as a high school student
15477,A Malaysian high school student who loves reading mythology-based fantasy novels,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
15654,A defensive lineman from a neighboring high school with a reputation for stopping even the best quarterbacks,persona,16.0,False,yes,100,described as being from a high school
15774,a Singaporean high school student who is fond of supernatural drama series,persona,16.0,False,yes,100,explicitly described as a high school student
15969,A high school student who has never been interested in reading but is encouraged to explore different genres by the librarian,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
16119,A group of curious and enthusiastic high school students who are eager to learn and experiment,persona,16.0,False,yes,100,Explicitly described as high school students
16181,A teenager who uses music as an escape from the stress of high school,persona,16.0,False,yes,100,explicitly mentions stress of high school
16213,A high school student exploring their own cultural identity through the exhibited art,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
16598,A 16-year-old high school student seeking advice on sexual health and contraception,persona,16.0,False,yes,100,Persona is explicitly described as a 16-year-old high school student
16829,A high school student interested in pursuing a career in data science and seeking guidance on building a strong foundation in mathematics,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
17059,a fellow student and athlete from Zev Rosen's high school,persona,16.0,False,yes,100,explicitly described as a high school student
17067,"A high school student inspired by the journalist's articles, who starts a voter education club at their school",persona,16.0,False,yes,100,Persona is explicitly described as a high school student
17183,a Canadian high school classmate who was not very close to Victoria but always admired her from afar,persona,16.0,False,yes,100,explicitly described as a high school classmate
17200,A tenacious high school student researching for his history project eagerly,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
17219,A talented musician in a high school band dreaming of getting into a prestigious conservatory,persona,16.0,False,yes,100,Persona is in a high school band
17482,A curious and determined high school student who aspires to become a white hat hacker,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
17665,A fellow science fair participant with a keen interest in marine life and a rivalry with the high school junior,persona,16.0,False,yes,90,participating in a science fair and having a rivalry with a high school junior implies the persona is likely a high school student
17688,A high school student passionate about creating their own video games using XNA,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
18106,A Greek high school student who is considering studying overseas and has a strong disdain for trend-following,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
18211,A high school student who finds science classes boring but gets excited about learning through comedy,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
18387,A curious high school student eager to learn about the Ottoman Empire from different perspectives,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
18425,a high school football player who admires John Roderique and plans to become a coach.,persona,16.0,False,yes,100,persona is described as a high school football player
18511,A high school student eager to explore different subjects and learn from the persona's podcast recommendations,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
18583,A high school student preparing for college who appreciates the wide range of digital literature for studies,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
18602,A high school student who enjoys retro gaming and wants to learn the art of electronic repair,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
18919,A teenage high school student who is a huge K-pop fan and follows multiple bands religiously,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
19214,A talented musician and aspiring composer who is often overshadowed by the student council president's success,persona,,False,yes,90,student council president implies a high school setting
19544,"A fellow athlete on the high school football team, who has already received multiple scholarship offers and can provide advice on the recruitment process",persona,16.0,False,yes,100,currently on high school football team and receiving scholarship offers
19657,A high school student passionate about butterfly conservation and working on a related science fair project,persona,16.0,False,yes,100,Explicitly described as a high school student
19661,A high school student interested in pursuing a career as a correctional officer,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
19832,A sporty high school student who sometimes feels smothered by her parent's overprotectiveness,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
20048,A high school distance runner who used to watch races on TV.,persona,16.0,False,yes,100,Persona is explicitly described as a high school distance runner
20276,An organized and reliable treasurer for the student council who is known for her conflict resolution skills,persona,,False,yes,90,student council involvement is typical for high school students
20547,A Czech high school student interested in history and music,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
20695,A high school football player who is grateful for the librarian's support and encouragement,persona,16.0,False,yes,100,Persona is explicitly described as a high school football player
20772,"A driven pupil who spends extra hours at the library, is the school's student council president, and aims to study political science at university",persona,19.0,False,yes,90,"holds student council position and plans to attend university, indicating current high school attendance"
21961,A talented high school soccer player seeking personalized training to improve her skills,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
22234,"A high school student with a passion for astronomy, looking for reliable sources to learn from",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
22378,A curious high school student eager to learn about the historical significance of each item,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
22419,A curious high school student fascinated by the stories of the Cold War,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
22650,a classmate of Émilie Tran Nguyen in high school,persona,16.0,False,yes,100,explicitly mentioned as a high school classmate
22809,An inquisitive high school student who is an aspiring writer and an admirer of Alice Walker's work.,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
22882,A high school student who dreams of designing sustainable infrastructure in developing countries,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
23143,A high school classmate who used to play soccer with Liya Brooks,persona,16.0,False,yes,100,explicitly described as a high school classmate
23388,A high schooler who listens attentively to their stories and finds inspiration for their own future,persona,16.0,False,yes,100,Persona is explicitly described as a high schooler
23441,A fellow member of the school's debate team who looks up to Mahir's work ethic and strives to emulate his dedication to preparation,persona,,False,yes,90,participation in school's debate team implies high school student
23606,A curious high school biology student preparing for a science fair project on millipedes,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
23635,A high school student who relies on these videos to understand and excel in their chemistry class,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
23774,a Taiwanese high school student who wishes to study in Australia in the future,persona,16.0,False,yes,100,explicitly described as a high school student
23845,A high school football player whose memorable moments on the field were beautifully captured by the sports photographer,persona,16.0,False,yes,100,Persona is explicitly described as a high school football player
23880,an American high school student who is an avid film buff and who has a parent with an intellectual disability,persona,16.0,False,yes,100,Persona is explicitly described as an American high school student
24057,A high school student who is always broke,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
24851,A wide receiver on the same high school football team who shares the same dream,persona,16.0,False,yes,100,explicitly mentioned as being on a high school football team
25221,A native Oregonian high school student who is applying to colleges.,persona,16.0,False,yes,100,explicitly described as a high school student
25280,A high school student from Russia with a strong interest in comparative education and a budding passion for learning about different cultures through educational systems.,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
25380,A high school student interested in joining the firefighting profession,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
26439,"A high school student passionate about theater, who benefits from the politician's advocacy by having access to better production equipment and facilities",persona,16.0,False,yes,100,explicitly described as a high school student
26724,A high school student who runs a popular playlist curation account on a music streaming platform,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
26780,A shy high school student who borrows courage from his favorite comic book heroes in cosplay,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
26805,an 18-year-old Aboriginal high school student who prefers basketball to studying,persona,18.0,False,yes,100,explicitly described as a high school student
26959,"A high school student who shows interest in filmmaking, often turning historical events into short films",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
27011,"A high school junior with a natural flair for writing, aiming for a career in law",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school junior
27287,A high school student interested in pursuing women's studies and seeks guidance on how to navigate the field,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
27381,a high school student with grandparents diagnosed with Alzheimer’s,persona,16.0,False,yes,100,explicitly described as a high school student
27709,A high school student from a rural area who relies on the virtual study sessions to supplement their math education,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
27848,A high school student interested in artificial intelligence and its applications in astronomy,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
27925,A high school senior who leads the peer support group and aspires to become a psychologist,persona,16.0,False,yes,100,Persona is explicitly described as a high school senior
28047,An ambitious student council president who excels in biology and aspires to become a medical researcher,persona,,False,yes,90,"student council president and aspiring medical researcher, implies high school context"
28137,"A high school sophomore interested in both biology and math, benefiting from the interdisciplinary lessons",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
28656,A high school senior who aims for a Green Peace internship after graduation,persona,16.0,False,yes,100,Persona is explicitly described as a high school senior
28709,A popular high school athlete who relies on their friend's tech skills to keep up with their grades,persona,16.0,False,yes,100,Persona is explicitly described as a high school athlete
28768,A high school senior struggling with calculus but excelling in creative arts,persona,16.0,False,yes,100,Persona is explicitly described as a high school senior
28772,A high school student who is just beginning to discover the complexity of post-modernist literature,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
28848,"A junior in high school considering career paths in music, who is currently researching colleges with strong music programs.",persona,16.0,False,yes,100,Persona is described as a junior in high school
28966,a Kiwi high school student considering local universities,persona,16.0,False,yes,100,explicitly described as a high school student
29151,A high school student who is passionate about paleontology and looks up to scientists like Hou Xian-guang,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
29154,A talented high school baseball player with dreams of playing at the professional level,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
29228,A high school student who eagerly waits for their older sibling's reviews to decide on their next read,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
29339,A high school student preparing for an archaeology competition and seeks expert advice,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
29570,A high school student fascinated by how equations and theories apply to real-life constructions,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
29649,A high school student preparing for a robotics competition and seeking help with programming their STM32 microcontroller,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
30221,"A high school student on the baseball team, who is keen on learning the sport's history and tactics",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
30882,A curious high school student who assists in conducting and documenting their visual experiments,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
30893,A high school student who volunteers alongside their grandparent and learns about the importance of giving back to the community,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
31270,A high schooler seeking guidance on how to improve their research skills for academic success,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high schooler
31394,A high school student seeking advice on choosing the right college and preparing for the application process,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
31407,"A high school student with a keen interest in community service, looking to learn from the teacher's experiences",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
31623,A high school student learning Python for their science fair project on artificial intelligence,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
31713,A curious high school student who draws inspiration for her own mystery stories,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
32076,A student council president who actively promotes school spirit and organizes various events and activities,persona,,False,yes,90,student council president is a typical high school role
32217,a balky high school student who is bored with brands but likes sports—particularly track and field events.,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
32233,A high school student who dreams of becoming an automotive journalist,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
32299,"A high school student interested in computer science, seeking advice on preparing for coding competitions",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
32536,a fashion-conscious high school girl who loves shopping at American Eagle Outfitters,persona,16.0,False,yes,100,explicitly described as a high school girl
32588,a senior student who had to transfer to the new Dr. Thomas E. Randle High School,persona,16.0,False,yes,100,Described as a senior student at a high school
32600,a 17-year-old high school student in London who dreams of working in space exploration,persona,17.0,False,yes,100,explicitly described as a high school student
32941,"a hopeful senior high school student in Tanjay City, Negros Oriental, Philippines.",persona,16.0,False,yes,100,Persona is explicitly described as a senior high school student
33060,an Austrian high school student who struggles with language courses,persona,16.0,False,yes,100,explicitly described as a high school student
33082,A teenger striving to complete her high school education while learning English,persona,16.0,False,yes,100,Persona is currently attending high school
33324,A curious high school student researching names for a sociology project.,persona,16.0,False,yes,100,Explicitly described as a high school student
33739,a high school student interested in studying business and accounting in college,persona,16.0,False,yes,100,explicitly described as a high school student
34296,A high school student who's just suffered a sports injury and is anxious about it,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
34394,"An ambitious high school student with diverse interests, developing strong leadership skills by actively participating in different clubs and societies",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
34489,A talented set designer in the same high school who has won awards for their creative stage backdrops,persona,16.0,False,yes,100,Persona is described as being in the same high school
34650,A high school marching band member who aspires to perform in the Super Bowl halftime show,persona,16.0,False,yes,100,Persona is described as a high school marching band member
34666,A high school student struggling with the complexities of a long-distance relationship,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
34966,a Russian high school student who is interested in psychology and history,persona,16.0,False,yes,100,explicitly described as a high school student
35079,A camera operator always looking for the perfect shot during high school matches,persona,16.0,False,yes,90,high school matches implies the persona is likely a student participating in or closely associated with a high school
35203,A high school student in Peru who aspires to become a renowned writer like Nivardo Cordova Salinas.,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
35557,A talented high school student hoping to get into a prestigious literature course at University,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
35670,A high school student eagerly awaiting their driving test.,persona,16.0,False,yes,100,Explicitly described as a high school student
35845,"An injured rugby player's high school teammate, who has always admired her resilience and determination.",persona,16.0,False,yes,100,The persona is described as a high school teammate.
35946,A shy and introverted high school student struggling with the effects of abuse at home,persona,16.0,False,yes,100,explicitly described as a high school student
36229,"A curious and introspective high school student who finds inspiration in the themes of honor, duty, and sacrifice",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
36357,A high school student doing a summer internship to learn about sustainable agriculture and pollinators,persona,16.0,False,yes,100,Explicitly described as a high school student
36379,A High school student participating in the discussion,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
36604,A British high school student studying for a history project.,persona,16.0,False,yes,100,Explicitly described as a high school student
36743,A local high school soccer player curious about the differences in play style and tactics,persona,16.0,False,yes,100,Persona is described as a high school soccer player
37470,A high school student facing discrimination based on their religious beliefs in a religiously-affiliated school,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
37483,A high school junior and talented artist who is overcoming personal challenges with the help of supportive mentors,persona,16.0,False,yes,100,Persona is explicitly described as a high school junior
37861,A fellow varsity athlete who brings a positive energy to practices and games,persona,,False,yes,90,Varsity athlete typically implies high school level
37874,A high school student interested in pursuing a career in computational linguistics and seeks advice on language acquisition,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
37952,Swiss high school student who aspires for a career in bioinformatics.,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
38124,A curious high school biology student from the Charters Towers Region,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
38180,A high school student exploring potential career paths and values wisdom of older generations,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
38849,A high school senior organizing a student-led political action group at their school,persona,16.0,False,yes,100,Persona is explicitly described as a high school senior
39474,A high school student who volunteers at the bookstore and learns about marketing strategies,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
39625,An academically gifted high school student who values education and cherishes their close-knit family,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
39803,A busy high school student who has been thinking about joining a club for quite some time.,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
39911,"A high school student with passion for digital art, looking for channels to learn and improve their skills",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
40166,A part-time high school student who enjoys learning about different tools and materials,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
40249,"A high school student with a passion for biology, participating in the local Future Farmers of America club",persona,16.0,False,yes,100,Explicitly described as a high school student
40356,A high school student who is an avid fantasy book reader and loves hanging out in quiet spots,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
40377,a freshman student in Andover High School who's currently battling with flu,persona,16.0,False,yes,100,Explicitly described as a freshman student in high school
40525,A determined high school student seeking to win a scholarship for athletics using his taekwondo skills,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
40594,A naturally gifted high school student famous for her school play performances and desiring a career on the big screen,persona,16.0,False,yes,100,Explicitly described as a high school student
41653,A high school student who is the president of the school's anti-drug coalition,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
41781,A high school student who dreams of one day walking on the moon,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
41888,"A high school student interested in pursuing a career in software engineering, seeking guidance on getting started with .NET programming",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
42138,A high school student who is new to reading and seeks guidance on where to start,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
43043,"A high school student with a passion for music, who wants to create interactive music visualizers through coding",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
43062,"A high school student working part-time jobs to support the family, motivated to study law to fight for justice",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
43063,A high school student intrigued by consumer psychology and considering it as a future career path,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
43107,A high school student with a talent for creating viral TikTok dance challenges,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
43370,A star high school athlete who thrives in team sports and finds esports to be less challenging,persona,16.0,False,yes,100,Described as a high school athlete
43383,A high school sophomore who is part of a research project on integrating technology in the classroom,persona,16.0,False,yes,100,Persona is explicitly described as a high school sophomore
44074,A fellow high school student who is a talented artist and often seeks the high schooler's input on color theory and composition,persona,16.0,False,yes,100,explicitly described as a high school student
44678,a small-town high school senior student who's great at mathematics and is considering pursuing a career in statistics,persona,16.0,False,yes,100,Persona is explicitly described as a high school senior student
44692,A high schooler who adores listening to Ed Maverick,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high schooler
44708,a high school upperclassman planning to major in aerospace engineering in college,persona,16.0,False,yes,100,currently described as a high school upperclassman
44716,a teenager who is a fellow student at Whitchurch High School and an avid follower of gymnastics,persona,16.0,False,yes,100,attends Whitchurch High School
45052,I am a high school student in New Zealand who is very passionate about both mathematics and educational equity.,persona,16.0,False,yes,100,Persona explicitly states they are a high school student
45138,"A high school senior considering a major in International Studies, motivated by their fascination with global cultures",persona,16.0,False,yes,100,Persona is described as a high school senior
45375,A high school student who is obsessed with video games and pays little attention to academics,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
45458,"I am a Barbadian high school student deeply passionate about dance and choreography, and I am proud of my heritage and cultural icons.",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student
45918,"A high school basketball prodigy who tends to push his limits, but often gets injured due to overexertion",persona,16.0,False,yes,100,Described as a high school basketball prodigy
46083,A high school student figuring out potential university degrees and future professions,persona,16.0,False,yes,100,Persona is explicitly described as a high school student
46255,a politically uninvolved Nigerian high school student,persona,16.0,False,yes,100,explicitly described as a high school student
46290,An engaged high school junior preparing for the national debate championship on civil liberties,persona,16.0,False,yes,100,Persona is explicitly described as a high school junior
46395,A high school varsity quarterback aspiring to make it to college league under the tutelage of their grandparent,persona,16.0,False,yes,100,Persona is described as a high school varsity quarterback
