idx,persona_text,source_config,age,is_excluded,llm_label,llm_confidence,llm_reason
6312,A curious elementary school student who looks forward to meeting the author and asking questions about their books,persona,8.0,False,yes,100,Persona is described as an elementary school student
6569,A curious and imaginative child who loves to help in the garden and play with the puppy,persona,,False,yes,90,behaviors and interests typical of a young child
7016,A young child who provides feedback and suggestions on playability and fun factor of the toys,persona,,False,yes,90,"young child providing feedback on toys, likely a primary school student"
7156,A curious elementary school student who eagerly awaits the next story on their daily bus ride,persona,8.0,False,yes,100,Persona is described as an elementary school student
7664,A young child who dreams of becoming a pilot and looks up to the calm and collected pilot as a role model,persona,,False,yes,80,young child implies primary school age
8670,An imaginative boy who also enjoys reading and frequently engages in creative writing activities with the little girl,persona,,False,yes,80,engages in activities typical of a primary school child
9379,"A grandchild who, despite their young age, shows a keen interest in reading and discussing Shakespeare",persona,,False,yes,80,"young age and keen interest in reading, likely a primary school student"
10354,A child who loves playing with the toy designer's imaginative creations,persona,,False,yes,80,"Persona describes a child, likely in primary school age range due to interest in toys"
10836,A young child who is fascinated by different languages and wants to learn from the interpreter,persona,,False,yes,90,young child
11554,A 10-year-old child with autism spectrum disorder who benefits from occupational therapy to improve their motor skills,persona,10.0,False,yes,100,"The persona is a 10-year-old child, which is within the typical age range for primary school."
11658,A young child in a war-torn country whose life has been impacted by the retired military officer's humanitarian work,persona,,False,yes,80,young child implies primary school age
11846,A young child who finds joy and wonder in watching the colorful fish swim and interact,persona,,False,yes,80,young child
12100,A young student participating in educational nature walks organized by the park ranger,persona,,False,yes,80,"participating in educational activities suggests a student, and nature walks are common in primary school"
13387,A young child who is learning about the importance of balanced nutrition,persona,,False,yes,80,learning about nutrition is a common topic in primary school
13409,A curious and imaginative child who looks up to their energetic sibling and loves joining in on video game sessions,persona,,False,yes,80,childlike behavior and interests
14165,A young child who looks up to the marathon enthusiast and is inspired to participate in charity runs,persona,,False,yes,80,young child
14281,A young child who dreams of becoming an environmental activist and fighting against mining pollution,persona,,False,yes,90,young child implies primary school age
15500,A young child obsessed with pirates and fascinated by tales of shipwrecks,persona,,False,yes,80,young child
15516,A young child who has lost everything in a natural disaster and relies on the humanitarian worker for support and hope,persona,,False,yes,80,young child implies primary school age
16622,A curious and eco-conscious child who looks up to the solar energy entrepreneur as a role model,persona,,False,yes,90,described as a child
18090,A hearing-impaired child learning sign language as their first language in a bilingual education program,persona,,False,yes,90,bilingual education program and learning sign language as first language suggests early childhood education
18128,A young child who dreams of becoming a horse owner and seeks advice on starting horseback riding lessons,persona,,False,yes,90,young child seeking advice on starting horseback riding lessons implies an age consistent with primary school
18540,An imaginative child obsessed with prehistoric animals.,persona,,False,yes,90,"Persona describes a child, implying primary school age due to interest in imaginative topics like prehistoric animals"
18783,A young child who looks forward to visiting the store and receiving stickers from the staff,persona,,False,yes,90,behaviors and interests typical of a young child
20940,A 3-year-old child who struggles with articulation and speech sound production,persona,3.0,False,yes,100,"The persona is a 3-year-old child, which corresponds to preschool age."
21044,A curious and imaginative child who is mesmerized by the colorful puppet characters,persona,,False,yes,80,description implies a young child
21075,A curious and energetic preschooler who loves participating in gym class activities,persona,3.0,False,yes,100,Persona is described as a preschooler
21270,A committed child actor who is always excited for the next school play,persona,,False,yes,90,child actor and school play participation implies primary school age
21416,A young child fascinated by Disney movies and loves to hear stories from their collection,persona,,False,yes,80,interests and behavior consistent with a young child
22081,A young child who becomes captivated by the immersive sound design in animated films,persona,,False,yes,80,young child
23401,A young child who is both terrified and fascinated by the special effects makeup artist's creations,persona,,False,yes,80,young child
23547,A classmate who is initially unaware of the child's anxiety but becomes a supportive friend after discovering their talent in art,persona,,False,yes,90,"The persona is described as a classmate, implying they are in the same educational setting, likely a primary school."
25475,A ten years old kid from New York City who likes fun facts about different cultures,persona,,False,yes,100,age 10 is within primary school range
26457,A young child who is mesmerized by the squirrel's performances and dreams of training their own animal,persona,,False,yes,90,young child
26671,A curious and enthusiastic elementary school student who loves asking questions about the human body and how it works,persona,8.0,False,yes,100,Persona is explicitly described as an elementary school student
26684,A child who idolizes Mickey Mouse and dreams of becoming a Disney character performer,persona,,False,yes,90,Childlike interests and career aspirations suggest a young age
27701,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,persona,8.0,False,yes,100,Explicitly described as elementary school students
27977,A classmate of the young girl who also participates in the organization's reading programs and forms a reading club with her,persona,,False,yes,90,"participates in reading programs and forms a reading club, suggesting a young student"
28514,A young child who is fascinated by the stories of the old man's boxing career,persona,,False,yes,80,young child
29448,A young child who is captivated by the sounds of the drum and the stories intertwined with nature,persona,,False,yes,80,young child implies primary school age
29900,A young child who is eager to learn about military history and heroes,persona,,False,yes,80,young child eager to learn
31340,"A young child enrolled in a language immersion program, providing valuable firsthand insights for their research",persona,,False,yes,90,"young child enrolled in a program, likely primary school age"
31665,A young child who looks up to the dentist as a superhero who saves their teeth,persona,,False,yes,90,"The persona describes a young child, implying an age consistent with primary school"
31680,A 9-year-old child who requires multiple orthopedic surgeries due to a congenital condition,persona,9.0,False,yes,100,"The persona is a 9-year-old child, which is within the typical age range for primary school."
32908,"A quiet, imaginative student who always participates in story time and dreams of becoming an inventor",persona,,False,yes,90,"participates in story time, a common activity in primary school"
32926,A classmate who is interested in starting a pet care club at school and recruits the child to be a founding member,persona,,False,yes,90,"The persona is a classmate and is at school, indicating they are likely of primary school age."
33250,"A young child with a speech delay, struggling to communicate in both English and Spanish",persona,,False,yes,80,young child implies primary school age and speech delay is common in early childhood development
33470,A dyslexic child who develops confidence in their communication abilities under their guidance,persona,,False,yes,90,"The persona is described as a child, implying a young age and likely primary school attendance."
34790,A curious grandchild who loves to listen to family stories and is learning Gaelic,persona,,False,yes,80,learning and curiosity are consistent with a primary school child
35033,A young child with a thirst for knowledge and a love for bedtime stories,persona,,False,yes,80,young child and love for bedtime stories suggests primary school age
35522,A young child who is fascinated by toys and loves hearing stories about the history of Hector toys,persona,,False,yes,90,Persona describes a young child with interests typical of a primary school age
35589,A bright pupil who dreams of becoming a famous Dutch playwright,persona,,False,yes,80,"The term 'pupil' often refers to a student in primary or elementary school, and the goal of becoming a famous playwright suggests an early stage in their education."
36345,"A nature-loving elementary school student who dreams of a city filled with grass, trees, and playgrounds",persona,8.0,False,yes,100,Persona is explicitly described as an elementary school student
36426,A neighborhood kid who has daily 'meriendas' or afternoon snacks at the sari-sari store,persona,,False,yes,90,"The term 'neighborhood kid' and the context of having daily afternoon snacks suggest a young child, likely in primary school age."
37289,A young child who loves dressing up their cat in adorable costumes and creating imaginative stories,persona,,False,yes,90,behaviors and interests typical of a young child
37327,A curious child fascinated by warfare history and eager to learn gardening skills,persona,,False,yes,80,describes a child with interests typical of a primary school age
37833,A young child with dental anxiety who requires gentle and precise medication administration,persona,,False,yes,80,young child implies primary school age
37956,A compassionate student who volunteers to disinfect the classroom to protect the child's health,persona,,False,yes,90,"volunteers to disinfect the classroom, implies a young student taking care of their own classroom"
38455,A child who adores the pet and looks forward to playdates with their cheerful and patient animal-loving aunt/uncle,persona,,False,yes,80,child persona with no indication of higher education level
39019,An elementary school student who prefers reading traditional storybooks over digital ones,persona,8.0,False,yes,100,Persona is explicitly described as an elementary school student
39308,I am a child who just learned about flies in school and is eager to share my newfound knowledge with friends.,persona,,False,yes,90,Persona describes learning in school and is referred to as a child
39377,A young child living next door who often visits to play Nintendo games together,persona,,False,yes,80,"young child often visiting to play games, implies primary school age"
39574,A young child who loves solving math problems and looks up to the accountant as a math role model,persona,,False,yes,90,"The persona is described as a young child, implying an age consistent with primary school, and looks up to an accountant as a role model, suggesting an early stage of education."
39710,A young child with a rare eye condition who looks up to the visually impaired individual and finds comfort in their shared experiences,persona,,False,yes,80,"The persona is described as a 'young child', implying an age range consistent with primary school attendance."
39734,A young child with cerebral palsy who is determined to learn how to walk independently,persona,,False,yes,90,young child implies primary school age and educational level
39935,A young child who is fascinated by birds and butterflies and eagerly helps in creating the backyard haven,persona,,False,yes,90,young child and backyard activities suggest primary school age
40057,A young nephew who has just discovered the joy of reading and seeks book recommendations from their librarian aunt,persona,,False,yes,90,"The persona is described as a 'young nephew' who has just discovered reading, suggesting an early school age."
41855,A young child who dreams of becoming a race car driver like Chase Briscoe,persona,,False,yes,90,young child
42259,A classmate of one of the children who looks forward to the bike rides as a fun outing,persona,,False,yes,90,"classmate of a child, implies same age group and educational level"
42808,"A child who eagerly flips through the pages, captivated by the colorful illustrations and imaginative storytelling",persona,,False,yes,90,"behavior typical of a young child, such as flipping through pages and being captivated by illustrations, suggests a primary school student"
42993,A curious kid who enjoys dropping by to listen to historical stories and ask about the world before they were born,persona,,False,yes,80,"describes a curious kid, implies young age"
43165,A young child who is fascinated by science experiments and loves to help with DIY projects,persona,,False,yes,80,interests and activities typical of a primary school child
44661,A curious and open-minded child who eagerly absorbs the lessons about different customs and traditions,persona,,False,yes,90,"describes a child currently learning about customs and traditions, typical of primary school curriculum"
45359,A schoolgirl excited about her science subjects and loves sharing what she learns,persona,,False,yes,90,"Persona describes a schoolgirl, implying a young age and elementary school level"
45965,A neighborhood child who shares the toddler's curiosity and enjoys going on outdoor adventures together,persona,,False,yes,80,"described as a child with toddler-like curiosity, implying a young age"
46859,A dedicated pupil who writes and directs their own plays aiming to debut on the school stage,persona,,False,yes,90,writing and directing plays for the school stage suggests a primary school student
47097,A curious young child who eagerly listens to stories about magical plants,persona,,False,yes,90,"describes a young child, likely in primary school age range"
47760,A young child who idolizes the Border Collie handler and dreams of becoming a herder themselves,persona,,False,yes,90,young child
47824,A young child who eagerly awaits the storytelling events and sees the retired librarian as their favorite storyteller,persona,,False,yes,90,"The persona is described as a young child, implying an age range consistent with primary school attendance."
47829,A natural leader in the class who takes it upon themselves to include the child in conversations and group projects,persona,,False,yes,90,"describes a child's behavior in a class setting, implying primary school level"
47972,A young child who dreams of becoming a professional snowmobiler and is just starting to learn how to ride,persona,,False,yes,90,young child just starting to learn a new skill
48519,A fellow elementary school student who is fascinated by birds and enjoys drawing them,persona,8.0,False,yes,100,Persona is explicitly described as an elementary school student
49586,A classmate who visits the child in the hospital and brings them toys and books to keep them company,persona,,False,yes,90,"classmate visiting in hospital implies same age group, likely primary school"
49903,A young child who has limited access to technology and dreams of exploring the digital world,persona,,False,yes,80,"young child with limited access to technology, implies early educational level"
50026,A melodious child from a low-income family who has discovered a love for the piano through affordable music lessons,persona,,False,yes,80,"The persona is described as a child, implying a young age, and there is no mention of an educational level beyond primary school."
50272,A young child with a speech delay who benefits from using visual aids to support communication,persona,,False,yes,80,"young child with speech delay, likely in primary school age range"
52011,A fellow shy child who understands the struggle and offers empathy and encouragement,persona,,False,yes,90,describes themselves as a child and offers peer support
52812,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,persona,,False,yes,100,third-grader indicates primary school attendance
53415,A young child who just received their first bike and looks up to the retired cyclist as a mentor,persona,,False,yes,90,young child with a new bike and a mentor suggests an early school age
53702,A young child who looks up to the construction worker and dreams of becoming an architect one day,persona,,False,yes,90,young child implies primary school age
53871,"A child with a speech disorder, whose progress has been positively impacted by the use of voice recognition technology in therapy",persona,,False,yes,80,"child with speech disorder in therapy, implies young age"
54271,A young child who looks up to the muralist and finds inspiration in their colorful creations,persona,,False,yes,80,young child implies primary school age
55198,A shy and introverted child who struggles with speaking up in class,persona,,False,yes,90,describes a child with behaviors typical of a primary school student
56979,A elementary school student on the student council who voices peers' concerns about playground safety,persona,8.0,False,yes,100,Persona is explicitly described as an elementary school student
57052,A young child with dietary restrictions seeking guidance on incorporating organic foods,persona,,False,yes,80,young child implies primary school age
59191,A young child who attends the fire safety training sessions with their school,persona,,False,yes,90,"attends school and participates in training sessions, indicating primary school age"
59270,A young child who loves playing fetch and taking long walks with their furry companion,persona,,False,yes,80,behaviors described are typical of a young child
59699,An 8-year-old Sudanese child who received healthcare from the EMERGENCY Peadiatric Clinic in Port Sudan.,persona,8.0,False,yes,100,"The persona is an 8-year-old child, which is within the primary school age range."
60428,A child who cherishes their stuffed animals and brings them everywhere,persona,,False,yes,80,behavior typical of young children
61203,A young child who is curious and eager to learn about their Catholic faith,persona,,False,yes,80,young child implies primary school age and curiosity about faith suggests early education level
61632,"Another young child of Chinese heritage living in China, who can help the child practice their Mandarin skills and learn more about Chinese culture",persona,,False,yes,90,young child
61832,"A young child with a fear of eye exams, in need of a caring and patient optometrist",persona,,False,yes,90,young child implies primary school age
61857,A curious and eager young student who hangs onto their elder's every word,persona,,False,yes,80,"describes a young student, implies early educational level"
63568,A curious child who loves animals and wants to know everything about them.,persona,,False,yes,90,describes a child with interests typical of a primary school age
63623,"A shy, introverted child who is initially intimidated by physical activities",persona,,False,yes,80,description of a child with characteristics typical of a primary school student
64525,A young child who loves sweets and is hesitant to visit the dentist,persona,,False,yes,90,behaviors and concerns typical of a young child
65786,A young child who relies on the refugee's stories to understand their own family's journey,persona,,False,yes,80,young child implies primary school age
66480,A young student who writes about their daily school experiences and seeks advice on various subjects,persona,,False,yes,80,"writes about daily school experiences, implies young age"
66975,A young child who is eager to have their first pet and is interested in getting a hamster,persona,,False,yes,90,"young child interested in having a pet, typical of primary school age"
67165,A young child with a budding talent for drawing and creating unique clothing designs,persona,,False,yes,80,young child implies primary school age
67170,A young child who is educated about the importance of reducing carbon emissions through sustainable transportation,persona,,False,yes,80,young child implies primary school age and focus on basic environmental education
67351,A child with a fear of clowns who overcomes their fear after witnessing the clown's hilarious performance,persona,,False,yes,90,"The persona is described as a child, implying a young age likely within primary school range."
67380,A young child captivated by the stories of Hindu deities and eager to learn more,persona,,False,yes,80,young child
67701,"A young child with a vivid imagination and a love for all things sweet, who eagerly awaits each birthday cake creation",persona,,False,yes,90,"young child with vivid imagination, implies primary school age"
67805,A young child who is eager to learn the accordion and dance to the lively Zydeco tunes,persona,,False,yes,80,young child implies primary school age
69618,A 5-year-old child who shares their enthusiasm for bugs and loves catching them in the garden,persona,5.0,False,yes,100,"Age 5 is typical for kindergarten or preschool, which is part of primary school education"
69715,A young child who accidentally ingested a household cleaning product and requires immediate medical attention,persona,,False,yes,90,young child implies primary school age
69941,A third-grade student who benefits from the integrated lesson plans and develops a love for reading and writing,persona,,False,yes,100,Third-grade student indicates primary school attendance
70199,A young learner who becomes engaged and motivated through educational games,persona,,False,yes,80,engagement through educational games is typical for primary school age
70526,A young child fascinated by the tales of mountains and dreams of becoming a mountaineer,persona,,False,yes,80,young child implies primary school age
70724,A young student who looks forward to garden club meetings for the delicious homemade snacks,persona,,False,yes,80,"participation in garden club and mention of snacks suggests a young student, likely in primary school"
70791,A young child with a physical disability who looks up to the Paralympic athlete as a role model and draws inspiration to participate in adapted sports,persona,,False,yes,80,young child implies primary school age and context suggests early educational level
71102,"A young student with a passion for arts and crafts, who wants to start an after-school club",persona,,False,yes,90,Mention of after-school club implies elementary school level
71305,A young child who has benefited from innovative hearing aids and is now thriving in school,persona,,False,yes,90,thriving in school implies early education level
71407,A young child who eagerly watches every video and wishes to be featured in one,persona,,False,yes,80,young child
71619,A young indigenous child eager to learn and participate in cultural ceremonies,persona,,False,yes,80,young child eager to learn and participate in cultural ceremonies implies a primary school age
71840,A hyperactive child who loves fantasy stories and often becomes the protagonist in storytelling events,persona,,False,yes,90,behaviors and interests typical of a primary school child
72583,A comparative child prodigy who is the defending champion of multiple national spelling bees,persona,,False,yes,90,participating in national spelling bees is typical for primary school students
72870,A young child who is just starting to develop a love for books and reading,persona,,False,yes,90,"young child developing a love for reading, typical of primary school age"
73610,A young child with a sweet tooth who always looks forward to getting an ice cream from the van,persona,,False,yes,90,behaviors and preferences consistent with a young child
73694,A young child who is learning about different animal species and their habitats,persona,,False,yes,90,Learning about animal species and habitats is a common topic in primary school
73898,"A young child eager to learn about different cultures, often visiting to hear stories and try Indian dishes",persona,,False,yes,90,young child eager to learn
74895,A child with selective mutism who is gradually gaining confidence in speaking through therapy sessions,persona,,False,yes,80,"The persona is described as a child, implying a young age, and selective mutism is often addressed in early educational settings like primary school."
75089,A young child in the neighborhood who admires the tailgate party host and dreams of becoming a Vikings player,persona,,False,yes,90,young child
75279,A young child who is encouraged to explore and learn through educational television programs,persona,,False,yes,80,young child and educational context suggests primary school age
75576,A child living in one of Holt International's sponsored communities who is positively impacted by their communications efforts,persona,,False,yes,80,Holt International's sponsored communities often support children in early education
76001,A sensitive and imaginative child who dreams of becoming a wildlife conservationist,persona,,False,yes,90,"describes a child with a dream, implying a young age"
76805,A primary school student who loves learning new healthy recipes to cook at home,persona,8.0,False,yes,100,Persona explicitly describes themselves as a primary school student
76888,A curious and inventive 5th grader who develops a passion for electronics and communication,persona,10.0,False,yes,100,5th grade is typically part of elementary/primary school
77093,A group of young kids who practice breakdancing and often put on impromptu performances in the park,persona,,False,yes,80,young kids implies primary school age and no mention of higher education level
77960,A shy and introverted child who learns to open up and build confidence through storytelling and classroom activities,persona,,False,yes,90,"persona describes a child learning through classroom activities, indicating primary school level"
78005,A bright and curious child who thrives in learning new languages and enjoys creative writing,persona,,False,yes,80,"enjoys creative writing and learning new languages, typical of a primary school student"
79009,A local elementary school student who is part of a gardening club and looks up to the urban gardening enthusiast as a mentor,persona,8.0,False,yes,100,Persona is described as an elementary school student
79323,A young child who loves playing with dollhouses and wants to learn more about architecture,persona,,False,yes,90,interests and play style typical of a primary school age child
80176,An equally talented child prodigy specializing in hip-hop dance who often competes in the same competitions,persona,,False,yes,80,"child prodigy implies a young age, likely within primary school range"
80307,"A young student with a natural talent for music, eager to learn and participate in music class",persona,,False,yes,80,young student and music class implies primary school level
81726,A young child who is excited to learn about and observe the different animals that visit the oasis,persona,,False,yes,90,young child
81949,A motivated 5th grader with a keen interest in computer games and often helps peers with math problems,persona,10.0,False,yes,100,5th grade is typically part of elementary/primary education
82128,A curious and enthusiastic child who is excited to experience live music for the first time,persona,,False,yes,80,describes a child with no indication of higher education level
82550,A young student who is introduced to the magic of books through the book collector's collection,persona,,False,yes,80,"young student implies a child, likely in primary school"
82925,A curious young child who spends weekends tinkering with toy cars and dreams of becoming a mechanic,persona,,False,yes,90,describes a young child with interests typical of a primary school age
82929,A young child who is fascinated by the intricate details of the vintage model trains,persona,,False,yes,80,young child
83597,A child who listens to audiobooks and is enthralled by the voices and personalities the voice actor portrays,persona,,False,yes,80,childhood activity and lack of indicators for higher education level
83677,"A young child with a congenital hand deformity, seeking guidance and support from the occupational therapist",persona,,False,yes,80,young child implies primary school age and seeking support from an occupational therapist
83839,A shy and anxious preschooler who is struggling with separation anxiety,persona,3.0,False,yes,100,Persona is described as a preschooler
84784,A classmate who enjoys outdoor activities and repeatedly attempts to coax the child into more physical play,persona,,False,yes,90,classmate implies a school setting and behavior typical of primary school age
85113,A curious child who is mesmerized by the chocolatier's shop window displays,persona,,False,yes,90,childlike curiosity and fascination with shop window displays
86430,A young child who loves to dress up and perform silly skits for their family,persona,,False,yes,90,behaviors and interests typical of a young primary school child
86692,A young child with a learning disability whose experiences help shape their understanding of individual differences in learning,persona,,False,yes,90,young child implies primary school age and context of learning disability shaping understanding of individual differences
87051,An eager 7-year old boy who enjoys reading more than playing video games,persona,7.0,False,yes,100,age 7 is typical for primary school
87059,A young child who has developed a deep bond with one of the livestock animals and considers it their best friend,persona,,False,yes,80,young child implies primary school age
87612,A young child who desires a game room that transports them to a magical fantasy world,persona,,False,yes,90,young child implies primary school age
87624,A young child who dreams of being a roller coaster designer and asks the ride operator endless questions about the rides,persona,,False,yes,90,behaves like a curious child and has a dream job
87721,A 6-year-old child with anxiety and social communication difficulties,persona,6.0,False,yes,100,age 6 is typical for primary school
88498,A young child who constantly asks for new toys and clothes,persona,,False,yes,80,behavior typical of a young child
91607,a 10-year-old kid who has learned little programming,persona,10.0,False,yes,100,age 10 is within primary school range
92103,A young child who looks forward to the nurse's visits for a cookie and a comforting chat,persona,,False,yes,90,young child and nurse's visits are typical in primary school settings
92704,Another child with a similar autoimmune disorder who understands the challenges and provides a source of empathy and friendship,persona,,False,yes,80,The persona is described as a 'child' which implies they are likely in primary school age range.
92806,A young child who received a prosthetic limb and is now able to walk and play,persona,,False,yes,80,"young child able to walk and play, implies early developmental stage"
92877,A young child who has experienced abuse and relies on the pediatrician and psychologist for support,persona,,False,yes,80,"young child implies primary school age and reliance on pediatrician and psychologist suggests a child in need of support, consistent with a primary school student"
93010,A twelve-year-old friend of Howard's grandchild who only knew him as an old man.,persona,,False,yes,80,twelve years old is typically within the primary school age range
94107,A young couple who recently moved into the area and attend the librarian's storytime sessions with their toddler,persona,,False,yes,90,"The persona mentions attending storytime sessions with their toddler, which is typically for young children in preschool or kindergarten age."
94380,A group of young Maasai children eager to hear stories and learn about their heritage,persona,,False,yes,90,"young children eager to learn about heritage, implies primary school age"
94388,"A 10-year-old, dinosaur-obsessed kid",persona,10.0,False,yes,100,Age 10 is within primary school range
94395,A 6-year-old child with a curious mind and a willingness to participate in cognitive development studies,persona,6.0,False,yes,100,Age 6 is typical for primary school attendance
94732,A young reader who owns every book written by the children's book author,persona,,False,yes,80,"owns children's books, implies young age"
96475,A young child who is eager to help in the kitchen and learn about different types of ingredients,persona,,False,yes,80,"young child eager to help in the kitchen, suggests primary school age"
98576,a grade school sports player who adores hockey,persona,,False,yes,90,grade school implies primary education level
99486,A group of elementary school students whose behaviors and academic performance are observed in different classroom setups,persona,8.0,False,yes,100,Explicitly described as elementary school students
99491,A young child who can't resist the aroma of popcorn and often pops by for a snack,persona,,False,yes,90,behaviors and preferences described are typical of a young child
99544,A playful elementary school student who loves outdoor activities but often forgets to wash his hands,persona,8.0,False,yes,100,Persona is described as an elementary school student
99935,A young child struggling with reading comprehension and in need of personalized strategies,persona,,False,yes,90,struggling with reading comprehension is a common issue in primary school
100949,A lively ten-year-old who adores reading and regularly reviews books on her YouTube channel,persona,,False,yes,100,age and activities consistent with primary school student
101308,A young child overcoming a stutter with a newfound love for storytelling,persona,,False,yes,90,young child and no indication of higher education level
101719,A classmate of the official's child who is inspired to become a future community leader,persona,,False,yes,80,"classmate of the official's child implies a student, likely in primary school"
102799,A child with a sweet tooth who has dietary restrictions and relies on the dietitian for tasty dessert alternatives,persona,,False,yes,80,"The persona is described as a child, implying a young age likely within primary school range."
102873,A young child who dreams of having their own pet snake and is eager to learn about responsible ownership,persona,,False,yes,90,young child with interests typical of a primary school age
103065,A young child who is nervous about receiving vaccinations and needs reassurance and support,persona,,False,yes,90,young child
103201,A curious and imaginative young child who is always eager to learn new things about chemistry,persona,,False,yes,90,describes a young child eager to learn
103434,A struggling reader in elementary school who looks up to the reading specialist as a mentor,persona,8.0,False,yes,100,Explicitly mentioned as an elementary school student
103514,A 6-year-old child who experienced a traumatic event and is in need of therapy,persona,6.0,False,yes,100,age 6 is typical for primary school
104664,A bright pupil who excels in math and has started their own mini-bank game for classmates,persona,,False,yes,90,"excels in math and interacts with classmates, indicating a primary school environment"
105516,A young child who volunteers their time to help their elder sibling pack and ship care packages,persona,,False,yes,80,young child
106089,A young child who looks up to the chain smoker and wants them to live a long and healthy life,persona,,False,yes,80,"The persona is described as a young child, implying an age consistent with primary school attendance."
106196,A young child who looks up to the miner and dreams of following in their footsteps,persona,,False,yes,80,young child implies primary school age
106472,A young child who has undergone multiple MRI scans and loves the engineer's colorful machine designs,persona,,False,yes,80,young child
106533,A creative and imaginative fifth grader who loves to help design and decorate the reading spaces,persona,10.0,False,yes,100,Fifth grader indicates elementary school attendance
107127,A 5-year-old child who was born with a cleft lip and palate and is undergoing speech therapy to improve his articulation,persona,5.0,False,yes,100,"The persona is a 5-year-old child, which is a typical age for preschool or kindergarten."
107870,An elementary school student who just started a project on plant life cycles and ecology,persona,8.0,False,yes,100,Persona is described as an elementary school student
109567,A young child who dreams of having a pet and looks up to the volunteer as a role model,persona,,False,yes,80,young child implies primary school age
110256,A young child who is fascinated by the Christmas village display and loves listening to stories about the little figurines,persona,,False,yes,90,"young child, interests typical of primary school age"
111424,A curious nine-year-old kid with a voracious appetite for fairy tales and adventure stories,persona,,False,yes,100,"Age is specified as 9, which is within primary school range"
111510,A child fan who writes heartfelt letters expressing their love for the author's books,persona,,False,yes,80,"writes letters, described as a child"
111764,A quiet 5-year-old child who has just discovered the magic of picture books,persona,5.0,False,yes,100,"age 5, likely in preschool or kindergarten"
112249,An energetic and imaginative child who loves hearing stories and learning new things from their mentor,persona,,False,yes,90,"description implies a young child with a mentor, consistent with primary school age"
112599,A young child who finds joy and laughter in the weatherperson's antics,persona,,False,yes,80,young child
112886,"A classmate who shares their own positive experiences at the dentist, helping to normalize the experience for the child",persona,,False,yes,90,"The persona is described as a classmate, implying they are a peer and likely of similar age, and the context suggests they are helping to normalize an experience for a child, indicating they are also a child."
113074,A picky eater child who struggles with food preferences and texture sensitivity,persona,,False,yes,80,description of a child with common issues associated with young age
113455,A cheerful and outgoing child who befriends the shy preschooler and helps them feel more comfortable,persona,3.0,False,yes,100,"Persona is described as a child who befriends a preschooler, indicating they are also in early education"
113654,A young child who enjoys playing simple and colorful board games with their older sibling,persona,,False,yes,90,"young child, simple games, and playing with older sibling suggests primary school age"
113678,A curious and imaginative young child who loves to ask questions about numbers and patterns,persona,,False,yes,90,description implies a young child
113886,A curious child who asks thought-provoking questions about the psychology behind learning and development,persona,,False,yes,90,"The persona is described as a child, implying a young age, and is curious about learning and development, consistent with a primary school student's stage of inquiry and growth."
114079,"A curious child fascinated by dinosaurs, asking numerous questions about their discoveries",persona,,False,yes,90,"childlike curiosity and fascination with dinosaurs, typical of primary school age"
114126,A 7-year-old kid excited about meeting the Governor,persona,7.0,False,yes,100,age 7 is within primary school range
114396,A mischievous child who constantly gets into amusing and unexpected situations that inspire the screenwriter's storytelling,persona,,False,yes,90,description implies a young child
114537,A young child who appreciates the doctor's funny bedside manner and happy disposition,persona,,False,yes,80,young child
