idx,persona_text,source_config,age,is_excluded
134242,a fellow field hockey player who used to compete with Jean-Leigh du Toit in local competitions during high school,persona,16.0,False
134253,A high school student who has experienced improved concentration and focus in class due to regular exercise,persona,16.0,False
130136,A driven high school senior determined to expose the truth about corruption,persona,16.0,False
129860,a proud Lebanese high school student and athlete who's considering pursuing a career in sprinting.,persona,16.0,False
129803,An alum of Simmons High School reflecting nostalgically on the past,persona,16.0,False
129609,A motivated high school student with dreams of attending a top-tier university to study urban planning,persona,16.0,False
123883,A football enthusiast who followed Dequan Finn since high school.,persona,16.0,False
124318,An ambitious high school student aiming for appointment to a military academy,persona,16.0,False
124448,A high school student interested in graphic design fascinated by the design of vintage tickets.,persona,16.0,False
124556,A curious high school student who loves geography and is researching for a school project on Asian infrastructure and venues,persona,16.0,False
125068,A high school student who frequently visits the library to fuel their interest in engineering,persona,16.0,False
125306,"a local government education official in China, eager to modernize the high school education system.",persona,16.0,False
125472,A Texas high school football player,persona,16.0,False
125569,A motivated and academically ambitious high school senior who wants to explore advanced historical topics,persona,16.0,False
126198,A high schooler who seeks the librarian's guidance in creating a website for a school project,persona,16.0,False
126363,A high school student seeking guidance on how to organize a charity event for a local cause,persona,16.0,False
126629,A high school student in Hungary trying to choose a sports career path,persona,16.0,False
123683,A local sports journalist who has been closely following Miela Goodchild's career since her high school days.,persona,16.0,False
126667,A high school student inspired to study cybersecurity and law enforcement to protect people’s rights online,persona,16.0,False
126927,A high school student who runs a successful blog focused on senior year tips,persona,16.0,False
126949,An American high school student who has little knowledge about the grain-based foods business,persona,16.0,False
127464,An ambitious high school student aiming to study at MIT's Aerophysics program,persona,16.0,False
127668,A high school student who regularly uses Skedula for their assignments and grades.,persona,16.0,False
127730,A straight-A high school student who aims to get into a top University and is keen on community service,persona,16.0,False
127799,an Austrian high school student who is a huge fan of sci-fi series,persona,16.0,False
127958,A high school student who helps technologically train their cafeteria student club members,persona,16.0,False
127988,A high school student balancing competitive swimming with aspirations to study biomedical engineering,persona,16.0,False
128474,"a high school student in Maharashtra, India, who's planning to study business.",persona,16.0,False
134291,A curious high school student doing a biology project on snakes.,persona,16.0,False
129566,A student who was once a high school girl’s lacrosse team manager,persona,16.0,False
126848,a member of the 2001 class at Provine High School who moved abroad shortly after graduation and has lost touch with most of his classmates.,persona,16.0,False
128699,"A high school student from Seward, Nebraska who is interested in politics.",persona,16.0,False
153,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,persona,16.0,False
123253,A talented athlete who transfers to the rival high school and becomes the star player on their team,persona,16.0,False
141774,"A high school student with a love for technology and design, hoping to learn more about custom keyboard making",persona,16.0,False
141832,A high school student who learns about AAVE from their elder and incorporates it into their poetry,persona,16.0,False
142027,A high school student excelling in Model United Nations and shows immense interest in political science,persona,16.0,False
142156,"A high school student from Montevideo, Uruguay, who has been dreaming of becoming a racing driver.",persona,16.0,False
142547,A curious high schooler conducting a research project on biodegradation,persona,16.0,False
142781,A bestselling author whose penchant for history was inspired during high school,persona,16.0,False
142960,A high school junior eager to learn and participate in historical reenactments for extra credit,persona,16.0,False
143006,I'm a high school student who has an interest in charity work but never involved in one,persona,16.0,False
143402,a sensitive high school student who is open-minded and empathetic,persona,16.0,False
144179,A high school student in Australia who is not interested in law but always explores various possibilities for university study,persona,16.0,False
144191,A high school student in a Russian lower-tier city who is not very good at biology,persona,16.0,False
141689,"A high school soccer star who respects the history of the sport but supports Barcelona, sparking friendly debates",persona,16.0,False
144493,"A high school varsity baseball player who has excelled in the sport and acts as a mentor to the Little League player, providing guidance on skills and strategies.",persona,16.0,False
145236,a student in a Turkish high school who is studying for the history exam,persona,16.0,False
145245,A high school student actively involved in community volunteering and aspiring to go into law enforcement,persona,16.0,False
145513,a young woman who used to love playing soccer in high school but eventually chose a different career,persona,16.0,False
145615,A high school student who helps out at the family coffee shop on weekends and is on the debate team,persona,16.0,False
145852,A high school student who aspires to become a successful stock trader,persona,16.0,False
145931,An alum of Highland Park High School who has lost contact with George Berzon.,persona,16.0,False
146294,A high school student who is eager to learn and discover their passion through vocational education programs,persona,16.0,False
146871,A high school student navigating the complexities of technology and its effects on their generation,persona,16.0,False
147267,a curious high school student who has never heard of umbral calculus,persona,16.0,False
147594,A high school senior who's looking for uniforms and is really passionate about supporting local businesses.,persona,16.0,False
147934,A successful app developer who attributes a part of their success to their high school computer science class,persona,16.0,False
144968,A high school student who’s a big fan of Justin Cox.,persona,16.0,False
141681,A high school student learning about the structure of local government,persona,16.0,False
141387,A banjo player who formed a bluegrass band with the persona in high school,persona,16.0,False
141340,A high school student who actively participates in the workshops and shows potential for becoming a future legal advocate,persona,16.0,False
135725,I am a curious high school chemistry student who just learned about ionic compounds.,persona,16.0,False
135896,A local government official who fell in love with politics during their high school history classes,persona,16.0,False
136054,An interested high school student who is doing research on Buddhism for a school project.,persona,16.0,False
136597,"A high school student with dreams of becoming a marine archaeologist, inspired by Robert Kurson's 'Shadow Divers'",persona,16.0,False
137110,A high school student who often visits them for help with assignments and enjoys listening to their partner's jokes,persona,16.0,False
137267,A high school basketball referee who often discusses the nuances of the game's rules and regulations,persona,16.0,False
137514,A high school student considering joining the Navy to pursue a career in maritime engineering,persona,16.0,False
137571,An academically-driven high school senior who leads the debate team and is working on a thesis about the Olympics,persona,16.0,False
137712,A high school student who is frustrated with the limitations of the regular admissions system and seeking alternative options for higher education,persona,16.0,False
137768,A high school junior passionate about robotics and feels indifferent towards literature,persona,16.0,False
138276,A high school student obsessed with geography and dreamt of being a culinary critic,persona,16.0,False
138721,A high school student who finds inspiration in the ecologist's writing and starts her own environmental club,persona,16.0,False
139137,A high school senior aiming for a dual degree in bio-engineering and English Literature.,persona,16.0,False
139315,A high school junior passionate about robotics and eager to apply chemical principles to robotic sensors,persona,16.0,False
139444,A high school student who is fascinated by the physics behind extreme sports,persona,16.0,False
139517,A high school student who looks up to them as a role model in the tech industry,persona,16.0,False
139908,An older sibling who is a drum major in a high school marching band and provides guidance and support to pursue their dream,persona,16.0,False
139937,I am a high school student participating in the Science Olympiad with a specialization in magnetic devices and applications.,persona,16.0,False
140167,"A fellow quizzer who complements the high schooler's strengths and weaknesses, forming a formidable duo in competitions",persona,16.0,False
140249,A high school student in North Dakota writing a report on local political history,persona,16.0,False
140432,A senior high school student with a dream of becoming an established graphic designer,persona,16.0,False
140961,A talented high school athlete who dreams of playing for the Roosters someday,persona,16.0,False
141055,a tech worker who's been a fan of Greek history since high school,persona,16.0,False
141105,I am a curious high school student from Hungary who enjoys researching my country's notable figures and sharing fun facts with my friends.,persona,16.0,False
141224,A high school senior who helps the younger brother prepare for the challenges of high school,persona,16.0,False
135375,an underprivileged female high school student fearful of her future,persona,16.0,False
135467,A high school student who assists in organizing events at the museum and finds inspiration in the sergeant's stories,persona,16.0,False
122965,a STEM high school student in Scotland,persona,16.0,False
122902,"a high school classmate of Liam Pullen, who is not into snooker but is proud of his friend's achievements.",persona,16.0,False
103198,A sports journalist who loved playing basketball in high school but never made it to the collegiate level.,persona,16.0,False
103204,A high school student struggling with expressing their ideas clearly in writing,persona,16.0,False
103287,An honor roll high school student who aspires to be a software engineer and always helps around the house,persona,16.0,False
103657,An astronomy club president at a local high school,persona,16.0,False
104112,a high school sports aficionado who is always at the sideline of the games rooting for FHC,persona,16.0,False
104174,A curious high school student exploring the field of gynecology and seeking mentorship,persona,16.0,False
104205,A high school student who participates in the park's volunteer program and learns about the importance of environmental conservation,persona,16.0,False
104290,A high school student fighting against school policies that discriminate against marginalized groups,persona,16.0,False
104416,A high school student who saves up their allowance to buy their favorite comic book series,persona,16.0,False
104593,A high school student who is homeschooled through a virtual learning platform,persona,16.0,False
104618,A high school student who was inspired to start a blog reviewing novels after reading one of the novelist's books,persona,16.0,False
104640,a high school student currently studying Frederick Douglass's autobiography,persona,16.0,False
104737,A meteorologist whose passion for weather patterns was ignited in high school science class,persona,16.0,False
104791,A high school student who has experienced the challenges of the achievement gap firsthand and provides valuable insight for program development,persona,16.0,False
105264,a high school classmate of Mrs. Susan Waldrep,persona,16.0,False
105915,A curious high schooler taking AP History and seeking guidance to deepen their understanding of the subject,persona,16.0,False
106094,A successful product manager who was inspired to pursue engineering after being mentored in high school,persona,16.0,False
106316,A tech-savvy high school student who is inspired by the young physicist's innovative use of smartphones in experiments,persona,16.0,False
106371,A high school literature enthusiast who helps with the presentation aspect of the robotics project and maintains the team's morale,persona,16.0,False
106376,A high school student considering majoring in Educational Psychology,persona,16.0,False
106399,A high school student interested in pursuing a degree in electrical engineering at a foreign university,persona,16.0,False
107285,"I am a local sportswriter in Queens, New York, who primarily covers local high school sports but is a huge rugby league fan, always keeping tabs on the NRL even though it's not popular in the US.",persona,16.0,False
107505,an impressed and inspired rural high school drama student,persona,16.0,False
107604,A high school student from another country who is inspired by the competition winner's success and seeks their advice,persona,16.0,False
107653,A gender studies researcher who was inspired by their high school history class,persona,16.0,False
103176,A young climate change activist who organized the first youth climate strike in their high school,persona,16.0,False
107741,A high school underdog with a natural affinity for numbers and aspires to ace the university entrance exam,persona,16.0,False
103152,A high school student from Zambia interested in agriculture and nutrition.,persona,16.0,False
102541,"I'm a curious high school student passionate about art and history, and I'm currently working on a project about Danish Golden Age paintings.",persona,16.0,False
98316,A high school student who is interested in local history and spends their free time helping with archiving tasks,persona,16.0,False
98584,A high school senior with dreams of going to a prestigious art school but unsure of the financial practicality,persona,16.0,False
98655,An older high school student who's won the local astronomy quiz competition twice in a row,persona,16.0,False
98723,A star high school quarterback who admires the child prodigy's dedication to excellence,persona,16.0,False
99085,an ambitious high school girl who aspires to become a successful woman like Cathy Justice,persona,16.0,False
99259,A high school sophomore who plays on the varsity basketball team and is passionate about literature,persona,16.0,False
99499,"I am an inspired high school student with a passion for environmental activism, enamored with the achievements of conservationists like Ted Howard.",persona,16.0,False
99537,A high school student with dreams of attending The Citadel and seeks advice from the retiree on how to prepare for the rigorous lifestyle,persona,16.0,False
99545,A high school student with a passion for writing historical fiction based on true events,persona,16.0,False
99732,A high school student interested in entomology who assists the lab technician with insect collection and documentation,persona,16.0,False
99904,A high school biology student preparing for a microbiology test,persona,16.0,False
100154,a high school friend who didn't know her sexual orientation,persona,16.0,False
100158,An exchange student from Spain who helps the high school student practice their Spanish,persona,16.0,False
100205,A manga fan who is getting too old for high school love stories,persona,16.0,False
100231,a principle of a high school,persona,16.0,False
100394,A high school student in the UK who has never tried camping,persona,16.0,False
101083,a fan of High School Musical and Corbin Bleu's music,persona,16.0,False
101167,A curious high school student who actively seeks out books and documentaries about African history outside of the classroom,persona,16.0,False
101297,A high school athlete who finds motivation and inspiration from the radio host's sports coverage,persona,16.0,False
101373,An ambitious high school student in Beijing who is interested in studying abroad in the UK but is not sure about which subject to major in.,persona,16.0,False
101473,"A high school student in UK, who is passionate about pursuing higher education in Biochemistry.",persona,16.0,False
101526,"A high school senior considering a career in environmental science, looking to understand the chemical makeup of pollutants",persona,16.0,False
101948,A high school senior planning to pursue a degree in software engineering,persona,16.0,False
102305,A high school soccer star who respects their friend's dedication to ballet but knows very little about dance,persona,16.0,False
102358,"A high school senior in the UK, who is passionate about sports and considering to pursue sports studies in university.",persona,16.0,False
102656,"A current student at Hamilton High School in Hamilton, Michigan, who is active in school events and proud of their school community.",persona,16.0,False
148309,an immunodeficient high school student in Australia,persona,16.0,False
108025,A high school sophomore struggling to find effective study methods,persona,16.0,False
108596,A high school dean who deals with adolescents facing various challenges,persona,16.0,False
116548,"a high school student in Manchester, New Hampshire interested in law as a career",persona,16.0,False
116837,A group of high school students working on a community science project and needs assistance troubleshooting technical issues.,persona,16.0,False
117006,A high school student with a passion for history and interested in the topic of US Army and Indian Wars.,persona,16.0,False
117655,A high school student who finds the animated videos helpful in understanding economic concepts for their exams,persona,16.0,False
117742,"A high school student with a passion for coffee, seeking guidance and advice on pursuing a career in the industry",persona,16.0,False
117860,I am a bored high school student who really doesn't care about microorganisms and has to write a report on Malawimonads.,persona,16.0,False
118097,A high school student aspiring to attend the University of Tennessee and seeking guidance on the application process,persona,16.0,False
118606,A high school environmental club member who is inspired by the sailor's dedication to ocean conservation,persona,16.0,False
118808,A Pennsylvania high school student who enjoys history but finds environmental science somewhat boring.,persona,16.0,False
118868,"A high school student trying to balance work and studies, who appreciates the manager's understanding and support",persona,16.0,False
119118,A high school track and field star recovering from a career-threatening injury,persona,16.0,False
119251,A high school student interested in photography who helps take pictures of the dishes for the blog,persona,16.0,False
119316,A high school student who relies on the content creator's videos to supplement their remote learning,persona,16.0,False
119384,a travel blogger who is a huge high school musical fan,persona,16.0,False
120171,A shy high schooler who finds solace in nature and wants to capture its beauty through photography,persona,16.0,False
120200,A high school student who is a member of several sports teams and is seeking advice on managing their time effectively,persona,16.0,False
120933,"An affluent center from a neighboring high school, boasting state-of-the-art training facilities and several scholarships",persona,16.0,False
121131,A fellow science enthusiast who collaborates with the high schooler on virtual reality projects for science fairs,persona,16.0,False
121143,a student who enjoys history and is attending a local high school in Novi Sad.,persona,16.0,False
121745,A high school student able to troubleshoot complex computer issues before completing their calculus homework,persona,16.0,False
121753,a high school classmate of Berta Castañé.,persona,16.0,False
122168,A high school student who aspires to become an Olympic athlete and seeks advice on the socioeconomic aspects,persona,16.0,False
122542,"A high schooler who is part of her school's debate club and is currently preparing for a debate on ""Local Sustainability vs Global Food Trade"".",persona,16.0,False
122753,A high school debate team captain seeking advice on persuasive speaking techniques,persona,16.0,False
122838,A shy high school student with a passion for classic American muscle cars,persona,16.0,False
115896,a young woman who is a big fan of Ashley Tisdale and High School Musical,persona,16.0,False
108052,A high school student with a passion for engineering and a project idea to harness solar energy,persona,16.0,False
115776,a Hungarian high school student who dreams to be a bird artist,persona,16.0,False
115595,Bangladeshi high school senior dreaming of becoming an engineer,persona,16.0,False
108732,A high school student who is assigned to interview a community member for a history project,persona,16.0,False
108736,"A popular student who takes the immigrant high school student under their wing, introducing them to different social circles",persona,16.0,False
109262,A successful bioengineer inspired to follow a scientific career path from high school experiments,persona,16.0,False
109563,A group of high school students who are passionate about Dungeons & Dragons and regularly host tabletop game nights,persona,16.0,False
109628,A high school student interested in pursuing a career in design and seeking guidance on ethical considerations,persona,16.0,False
109709,an ambitious high school student planning to study oceanography,persona,16.0,False
109850,A South Korean high school student with big dreams of becoming a model.,persona,16.0,False
109878,A high school student who buys limited edition Converse sneakers to add to their sneaker collection,persona,16.0,False
110472,"A high school student who embraces pop culture and modern movies, preferring to spend time on TikTok rather than watching classic cinema",persona,16.0,False
110531,A high school student who finds inspiration in the blogger's mathematical explanations and aspires to pursue a career in mathematics,persona,16.0,False
111108,A high school junior with aspirations of becoming a concept artist for video games,persona,16.0,False
111294,A high school poetry enthusiast who channels their passion for history through epic verses,persona,16.0,False
111446,A high school student searching for information to complete a report on Arunachal Pradesh's governance,persona,16.0,False
111486,A fellow high school student who has also been mentored and now wants to join forces to create a stronger impact,persona,16.0,False
111857,A football enthusiast of Jefferson High School in Georgia,persona,16.0,False
112092,A high school student who relies on the radio host's recommendations to stay up-to-date with the latest music trends,persona,16.0,False
112391,an Oyster Bay High School student who is a proud member of the chess club and has little interest in any sports,persona,16.0,False
112973,A high school AV club president who produces content and streams for local eSports events,persona,16.0,False
113464,A high school student who is part of a military family and attends the local school,persona,16.0,False
113695,a high school student who likes video games and has a basic understanding of programming but struggles with math.,persona,16.0,False
113727,A native English high school student who's attempting to learn Old English as part of a school project,persona,16.0,False
114327,"A high school student with a passion for genealogy and family history, seeking guidance on utilizing online research resources",persona,16.0,False
114459,A high school student struggling with English literature and aspiring to cover the content gap,persona,16.0,False
115050,A high school student with a learning disability who has faced discrimination in the classroom,persona,16.0,False
115460,A high school senior aiming to study abroad and needs to improve their English proficiency for university admission,persona,16.0,False
115684,A curious high schooler who is inspired to pursue a career in biomechanics,persona,16.0,False
148411,A top athlete from a neighbouring high school known for their exceptional pitching skills,persona,16.0,False
148958,A high school student who has taken up checkers as a hobby and looks up to their expertise,persona,16.0,False
98277,A high school senior interested in the psychology of learning and technology's influence on their academic performance,persona,16.0,False
181602,A Catholic high school student who is interested in humanistic education and deeply respects Jesuits.,persona,16.0,False
181608,An ex-student athlete from Woodville High School who still follow its sports events,persona,16.0,False
181655,A high school senior who has been accepted to attend a university with a strong Human and Social Services program,persona,16.0,False
181730,A successful game developer who credits their success to the foundations built in high school e-sports,persona,16.0,False
181735,A high school student interested in pursuing a career in technology but lacks basic digital skills,persona,16.0,False
182110,"A high school student participating in a logic competition, eager to learn new strategies",persona,16.0,False
182932,A high school student advocating for youth empowerment and representation in local government,persona,16.0,False
183035,"A high school student interested in pursuing a degree in physics and looking for guidance, inspired by their passion for military history and strategy",persona,16.0,False
183192,A high school history enthusiast eager to learn about the contributions of Mexican immigrants,persona,16.0,False
183449,A high school student who finds inspiration in the podcast series and has started their own history blog,persona,16.0,False
183469,A high school student who looks up to their older sibling's leadership skills and seeks guidance on running for student council,persona,16.0,False
181443,A shy but brilliant high school student known for their deep thoughts on global economic issues,persona,16.0,False
183630,A high school student in Japan who respects tradition and academic achievements,persona,16.0,False
183847,A high school student who shares their thoughts on recent YA books they have read,persona,16.0,False
184407,"A high school student fascinated by old equipment, developing a newfound interest in analog photography",persona,16.0,False
184493,A middle-aged science fiction fan who used to spend his high school days playing tabletop role-playing games,persona,16.0,False
185016,a high school student who loves animation and space exploration but isn't interested in the Oscars.,persona,16.0,False
185082,A diligent high school junior who aspires to become an anthropologist,persona,16.0,False
185651,a high school student who is fascinated with how the world of online gaming and real world shopping can intersect.,persona,16.0,False
185997,A high school student seeking help in understanding geometric proofs,persona,16.0,False
186018,A high school math whiz-kid who ironically enjoys history and dreams about being a historian,persona,16.0,False
186227,a high school classmate who was part of the same swim team as Florianne Bultje,persona,16.0,False
186387,A high school student who credits the YouTuber for sparking their interest in history,persona,16.0,False
187182,A high school student conducting independent research on lesser-known aspects of the Holocaust,persona,16.0,False
183675,"A high school friend who is a talented beatmaker, always on the lookout for fresh sounds",persona,16.0,False
181072,A high school student who aspires to become a firefighter and admires the custodian's dedication to their job,persona,16.0,False
181005,An Indonesian high school student who is interested in the entertainment industry,persona,16.0,False
180734,A high school student who recently moved to a new military base and is struggling to adapt to the new environment,persona,16.0,False
173013,a big Trojans fan who was previously a Georgia Bulldog fan dating back to Bear's high school recruitment.,persona,16.0,False
173120,A high school student who assists with the production of the gardening show and aspires to become a horticulturalist,persona,16.0,False
173673,A regular high school student who never had to use any subscription-based study aid before,persona,16.0,False
173677,A talented high school basketball player looking to improve their guard skills,persona,16.0,False
174778,A high school student who dreams of becoming a hematologist and seeks guidance and advice,persona,16.0,False
174980,A curious high school student who recently took up an interest in virology and is learning about the coronavirus for a school project.,persona,16.0,False
175334,A high school athlete who initially doubted the benefits of yoga but now credits it for improving their performance and mental well-being,persona,16.0,False
176055,A high school student who struggled with reading comprehension and found solace in art,persona,16.0,False
176704,A diligent high schooler who aspires to learn English and travel outside Syria,persona,16.0,False
177224,A high school junior who dreams of attending an Ivy League university and is seeking scholarship opportunities,persona,16.0,False
177367,An ambitious high school student who takes additional jobs to contribute to the family income,persona,16.0,False
177393,A high school student who has attended every live performance and knows all the YouTuber's songs by heart,persona,16.0,False
177910,"A high school basketball star with a promising future, recently sidetracked by a torn ACL",persona,16.0,False
178052,"A high school student who opts in for science subjects, hoping to follow older sibling's footsteps in computer science",persona,16.0,False
178162,A high school senior who has benefited from the individualized education plans and is now considering a career in education,persona,16.0,False
178415,a high school student who is doubtful about discount shopping,persona,16.0,False
179116,A successful businesswoman who attributes her financial acumen to her high school economics class,persona,16.0,False
179396,A high school junior who is producing a documentary on the social effects of the internet for a class project,persona,16.0,False
179509,A high school basketball player with a recurring ankle sprain who needs long-term management strategies,persona,16.0,False
179551,A high school student curious about different religions and seeking guidance for their future studies,persona,16.0,False
179667,A politically indifferent high school student who's just been assigned to write a report about a local politician.,persona,16.0,False
179745,A high school student looking for hands-on work experience in the field,persona,16.0,False
179800,A high school student who helps the local business owner manage social media accounts and promote financial education initiatives,persona,16.0,False
179918,A driven high school student with ambitions of becoming a neurosurgeon,persona,16.0,False
180157,A high school science award organizer,persona,16.0,False
187961,"The role I am assuming here is that of a high school anime club president, who is an ardent fan of the “Demon Slayer: Kimetsu no Yaiba” manga and anime series.",persona,16.0,False
188192,A linebacker from a competing high school who is equally determined to win a scholarship and succeed,persona,16.0,False
188948,a longtime loyal fan of Christina Bell who has been following her career since her high school days,persona,16.0,False
189201,A high school literature student needing help in understanding shakespearean dialogue,persona,16.0,False
194893,A carpenter with a high school education and no special knowledge of mathematics or knot theory.,persona,16.0,False
195090,"A high school student interested in physics, who benefits from the interactive exhibits in their learning",persona,16.0,False
195148,a high school football player dreaming of joining the NFL,persona,16.0,False
195254,A high school student curious about the history of their own school,persona,16.0,False
195866,A high school history buff fascinated by Churchill's role in the war,persona,16.0,False
195946,A high school senior whose graduation party is being meticulously planned by the event planner,persona,16.0,False
196234,A high school student in Japan considering a career in science,persona,16.0,False
196434,A curious high school student is passionate about theoretical physics and will soon apply for the university aiming to major in Physics.,persona,16.0,False
196689,A high schooler actively involved in diversity and tolerance programs at their school,persona,16.0,False
196895,A high school student who spends a significant amount of time interacting on social media platforms,persona,16.0,False
196948,A high school track and field star who often serves as a taste tester for new recipes,persona,16.0,False
197032,a young female high school student in Spain who aspires to be a mathematician,persona,16.0,False
197040,A final year high school student who is hesitant about continuing music education.,persona,16.0,False
197049,a high school student who dreams of working in fusion energy research.,persona,16.0,False
197074,An old high school buddy of Bibijana Čujec who lost touch with her after graduation and has recently come across her biography,persona,16.0,False
197299,a young Australian female high school student looking for feminist figures for her history project,persona,16.0,False
197355,A high school senior who has experienced the negative impact of standardized testing on their personal well-being,persona,16.0,False
197435,"A high school student from a disadvantaged neighborhood, aspiring to become a software engineer",persona,16.0,False
198068,A high school student who has witnessed school shootings and actively participates in student-led protests for safety,persona,16.0,False
198252,A high school student who aspires to become a pilot and listens intently to the colonel's stories for inspiration,persona,16.0,False
198354,A junior in high school struggling with understanding algebraic concepts,persona,16.0,False
198559,A high school student who designs DIY terrariums and sells them online for a social cause,persona,16.0,False
198830,A high school student preparing for the SAT and seeking advice on effective study strategies,persona,16.0,False
198976,A high school career counsellor in a non-english speaking country,persona,16.0,False
198993,A high school junior debating between a career in anthropology or graphic design,persona,16.0,False
194461,a gossip-loving high school girl who is infatuated with the world of beauty pageantry,persona,16.0,False
172968,a Hawaiian high school student who loves to read about influential figures from his region,persona,16.0,False
194335,A curious and hardworking high school football player who aspires to pursue a career in astrophysics,persona,16.0,False
193617,A tech-savvy high school student who is passionate about coding and wants to learn more about RESTful APIs,persona,16.0,False
189280,"A high school student with a passion for history, seeking guidance on choosing a research topic for a history fair",persona,16.0,False
189777,A high school student who looks up to them and seeks guidance on how to get involved in community service and emergency response,persona,16.0,False
190278,A high school student searching for a thought-provoking dystopian novel,persona,16.0,False
190434,A slightly introverted high school band student who plays the trombone,persona,16.0,False
190471,A shy high school student seeking advice on how to ask their crush out to prom,persona,16.0,False
190593,A high school student seeking guidance in the subjects the student excels in to improve their grades,persona,16.0,False
190909,A hardcore fan of the La Canada High School's girls basketball team,persona,16.0,False
190943,A curious high school student seeking guidance for their science fair project,persona,16.0,False
190967,A high school student who is struggling with depression and contemplating dropping out of school,persona,16.0,False
191017,A teenager who enjoys eavesdropping on conversations to gather information for their high school gossip blog,persona,16.0,False
191123,A high school art student creating a visual series about the town's history,persona,16.0,False
191262,A fellow high school teenager passionate about 3D printing and often collaborates on interesting projects for the robotics club,persona,16.0,False
191517,a Slovenian high school handball player,persona,16.0,False
191553,a curious high school student in Finland who's interested in computer science,persona,16.0,False
191644,a politically indifferent high school student in Argentina,persona,16.0,False
192312,An old high school acquaintance of Sander Heieren who is mildly interested in handball,persona,16.0,False
192615,"A high school girl with a natural talent for physics, but lacks confidence to pursue it further",persona,16.0,False
192700,A high school student interested in pursuing a career in cloud computing and seeking guidance,persona,16.0,False
192799,A high school student and JROTC member aiming to follow in military footsteps while embracing modern social values,persona,16.0,False
192835,A high school student passionate about robotics and is learning Python for automation projects,persona,16.0,False
192915,A sophomore in high school preparing for the SAT test,persona,16.0,False
193331,"A high school friend studying engineering in Germany, who often shares their experiences in the European education system",persona,16.0,False
193344,A senior high school student growing up in Vienna and interested in Software Engineering,persona,16.0,False
193482,PTA president at another high school but still intend to have an unbiased viewpoint,persona,16.0,False
193615,a high school student in Grandview who wants a part-time job,persona,16.0,False
194175,As a curious high school student interested in STEM fields and looking up to role models.,persona,16.0,False
172952,A sports-loving high schooler who knows nothing about music and historical events.,persona,16.0,False
172950,A curious high school sophomore keen on using geographic knowledge to start an ecotourism business,persona,16.0,False
172892,A struggling high school student who finally experiences a breakthrough in their understanding of calculus,persona,16.0,False
154372,a high school student who is interested in space exploration but has little background knowledge in radio astronomy.,persona,16.0,False
154588,"A high school student with a budding interest in biology, who regularly engages with the blogger's content and asks questions",persona,16.0,False
155368,A fellow high school student who has attended a military-style summer camp and can offer insights on physical training,persona,16.0,False
155844,A high school junior aiming to become a writer and deeply influenced by the works of Brontë and Shakespeare,persona,16.0,False
156163,"A high school sophomore who attends the workshops, fascinated by the possibilities of technology",persona,16.0,False
156293,A high school student who loves reading romance novels and dreams of finding true love,persona,16.0,False
156626,a New Jersey-based high school librarian who loves YA novels and has read Coben's Mickey Bolitar series.,persona,16.0,False
156804,A high school lacrosse player looking for mentorship and advice on balancing sports and academics,persona,16.0,False
