original_index,age_refined,persona_text,model_name,subject,relation,object,regime
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,fought_with,dragon,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appeared,forest,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,thankful,describes,princess,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,was_responsible_for,princess,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,was_thankful_to,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,young,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,has,life,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,fight,involves,dragon,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thanked_by,princess,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,young,describes,young knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,kidnapping,princess,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_responsible_for,princess's_freed,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,fought,dragon,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,married,princess,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,was,thankful,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,was,defeated,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,was,thankful,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,helped,princess,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,young,describes,knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,death,is_at_stake,knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_for,princess,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rescues,princess,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_rescued_by,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,young knight,rides,horse,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,unfamiliar,describes,dragon,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,feeling,thankful,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,fights_for,death,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,has_emotion,thankful,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,death,is_at_stake,dragon,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_protected_by,princess,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,armor,was_scorched_by,knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,was_thankful_to,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_to,princess,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,fights_with,dragon,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,young knight,is,brave,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,married,princess,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_to,princess,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,fights,dragon,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_to,princess,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,hurries_after,dragon,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rides,horse,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,young,describes,knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_young,princess,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appears,country,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,young,describes,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,fights_for,death,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,thankful,describes,princess,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_young,princess,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rescues,princess,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,has_age,18 years old,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,was_thankful_to,princess,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,was_thankful_to,knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,married,princess,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,country,is,unfamiliar_with,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,needs,armor,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,beautiful,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,young,describes,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,kidnaps,princess,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,thankful,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_to,princess,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appears,unknown,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,emits,heat,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,married,princess,university
0,18,A college freshman interested in studying automobile engineering,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appears,university,university
1,18,"A freshman student who is excited about joining an ""Ultimate Frisbee"" club at the University.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
2,18,a first-year female undergraduate who is majoring in electronics at a university,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,thankful,university
2,18,a first-year female undergraduate who is majoring in electronics at a university,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,university
2,18,a first-year female undergraduate who is majoring in electronics at a university,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appears,unfamiliar,university
2,18,a first-year female undergraduate who is majoring in electronics at a university,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rides,horse,university
2,18,a first-year female undergraduate who is majoring in electronics at a university,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,university
2,18,a first-year female undergraduate who is majoring in electronics at a university,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is thankful to,knight,university
3,18,a first-year history student at Oregon State University with some interest in environmental topics,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,describes,unfamiliar,university
3,18,a first-year history student at Oregon State University with some interest in environmental topics,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appeared,country,university
3,18,a first-year history student at Oregon State University with some interest in environmental topics,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,university
3,18,a first-year history student at Oregon State University with some interest in environmental topics,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,university
3,18,a first-year history student at Oregon State University with some interest in environmental topics,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,was,thankful,university
3,18,a first-year history student at Oregon State University with some interest in environmental topics,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,was thankful to,knight,university
3,18,a first-year history student at Oregon State University with some interest in environmental topics,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,was,thankful,university
4,18,"A budding film music composer currently studying at Berklee College of Music, who idolizes established composers and seeks inspiration from their careers.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,felt,thankful,university
4,18,"A budding film music composer currently studying at Berklee College of Music, who idolizes established composers and seeks inspiration from their careers.",Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appeared,country,university
4,18,"A budding film music composer currently studying at Berklee College of Music, who idolizes established composers and seeks inspiration from their careers.",Qwen/Qwen3-30B-A3B-Instruct-2507,life,is_opposite_of,death,university
4,18,"A budding film music composer currently studying at Berklee College of Music, who idolizes established composers and seeks inspiration from their careers.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,helped,princess,university
4,18,"A budding film music composer currently studying at Berklee College of Music, who idolizes established composers and seeks inspiration from their careers.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,made,princess,university
4,18,"A budding film music composer currently studying at Berklee College of Music, who idolizes established composers and seeks inspiration from their careers.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,married,princess,university
5,18,A first-year university student who dreams of studying in a foreign country to immerse themselves in a different culture,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,university
5,18,A first-year university student who dreams of studying in a foreign country to immerse themselves in a different culture,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appears,unfamiliar,university
5,18,A first-year university student who dreams of studying in a foreign country to immerse themselves in a different culture,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
6,18,Introductory level computer engineering university student,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wanted to marry,princess,university
6,18,Introductory level computer engineering university student,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,university
6,18,Introductory level computer engineering university student,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,unfamiliar,country,university
6,18,Introductory level computer engineering university student,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,university
6,18,Introductory level computer engineering university student,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,was,thankful,university
6,18,Introductory level computer engineering university student,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,was thankful to,knight,university
7,18,A college freshman discovering the world of literature and finding their passion for writing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,university
7,18,A college freshman discovering the world of literature and finding their passion for writing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rides,horse,university
7,18,A college freshman discovering the world of literature and finding their passion for writing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,university
7,18,A college freshman discovering the world of literature and finding their passion for writing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_to,princess,university
7,18,A college freshman discovering the world of literature and finding their passion for writing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
8,18,a freshman college football player for Alabama State University,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,university
8,18,a freshman college football player for Alabama State University,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,university
8,18,a freshman college football player for Alabama State University,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,university
8,18,a freshman college football player for Alabama State University,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
9,18,a freshman at the University of Vermont studying Business Administration,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appeared,unfamiliar,university
9,18,a freshman at the University of Vermont studying Business Administration,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,university
9,18,a freshman at the University of Vermont studying Business Administration,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,marries,princess,university
9,18,a freshman at the University of Vermont studying Business Administration,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
10,18,a freshman college student who is the first in his family to attend college,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,made_rescue,princess,university
10,18,a freshman college student who is the first in his family to attend college,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,freed,princess,university
10,18,a freshman college student who is the first in his family to attend college,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rescued,princess,university
10,18,a freshman college student who is the first in his family to attend college,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,university
10,18,a freshman college student who is the first in his family to attend college,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,feels,thankful,university
11,18,a freshman psychology student at Palo Alto University,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,university
11,18,a freshman psychology student at Palo Alto University,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,kidnapping,princess,university
11,18,a freshman psychology student at Palo Alto University,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,university
11,18,a freshman psychology student at Palo Alto University,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,thankful,knight,university
12,18,a freshman at Columbia College,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,university
12,18,a freshman at Columbia College,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appears,unfamiliar,university
12,18,a freshman at Columbia College,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rides,horse,university
12,18,a freshman at Columbia College,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,university
12,18,a freshman at Columbia College,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,university
12,18,a freshman at Columbia College,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_for,princess,university
12,18,a freshman at Columbia College,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
13,18,"a freshman biomedical engineering student at the University of Massachusetts, Lowell",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,university
13,18,"a freshman biomedical engineering student at the University of Massachusetts, Lowell",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,university
13,18,"a freshman biomedical engineering student at the University of Massachusetts, Lowell",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
14,18,"A freshman chemistry student pursuing a Bachelor's degree at the University of California, Irvine.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_to,princess,university
14,18,"A freshman chemistry student pursuing a Bachelor's degree at the University of California, Irvine.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,university
14,18,"A freshman chemistry student pursuing a Bachelor's degree at the University of California, Irvine.",Qwen/Qwen3-30B-A3B-Instruct-2507,armor,is_damaged_by,dragon,university
14,18,"A freshman chemistry student pursuing a Bachelor's degree at the University of California, Irvine.",Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,unfamiliar,university
14,18,"A freshman chemistry student pursuing a Bachelor's degree at the University of California, Irvine.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,university
14,18,"A freshman chemistry student pursuing a Bachelor's degree at the University of California, Irvine.",Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,university
15,18,an ambitious freshman now studying at Baker University,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,university
15,18,an ambitious freshman now studying at Baker University,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,unfamiliar,country,university
15,18,an ambitious freshman now studying at Baker University,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,dragon,university
15,18,an ambitious freshman now studying at Baker University,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,university
15,18,an ambitious freshman now studying at Baker University,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,university
15,18,an ambitious freshman now studying at Baker University,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_by,princess,university
15,18,an ambitious freshman now studying at Baker University,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
16,18,a freshman student considering joining a fraternity at Illinois Wesleyan University.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_free,princess,university
16,18,a freshman student considering joining a fraternity at Illinois Wesleyan University.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rides,horse,university
16,18,a freshman student considering joining a fraternity at Illinois Wesleyan University.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_to,princess,university
16,18,a freshman student considering joining a fraternity at Illinois Wesleyan University.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,university
16,18,a freshman student considering joining a fraternity at Illinois Wesleyan University.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,university
17,18,A freshman student at Wayne State College who's never experienced a tornado,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rode_through,forest,university
17,18,A freshman student at Wayne State College who's never experienced a tornado,Qwen/Qwen3-30B-A3B-Instruct-2507,armor,experienced,scorching,university
17,18,A freshman student at Wayne State College who's never experienced a tornado,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,freed,princess,university
17,18,A freshman student at Wayne State College who's never experienced a tornado,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,university
