persona_id,idx,source_config,persona_text,age_refined,llm_label,llm_confidence,llm_reason,shard_id,age_heuristic,age
persona::15248,15248,persona,A high school student researching African American history for a school project,16,yes,100,The persona explicitly states 'A high school student' which unambiguously indicates current enrollment in high school.,0,16,16
persona::15258,15258,persona,"A high school student who often asks their classmate for math help, as they share the same bus route",16,yes,100,The persona explicitly states they are a high school student.,0,16,16
persona::15477,15477,persona,A Malaysian high school student who loves reading mythology-based fantasy novels,16,yes,100,"The persona explicitly identifies as a 'Malaysian high school student', which satisfies the mandatory condition of current enrollment in high school / upper secondary education.",0,16,16
persona::15654,15654,persona,A defensive lineman from a neighboring high school with a reputation for stopping even the best quarterbacks,16,yes,100,"The persona explicitly identifies as being from a 'neighboring high school', which indicates current enrollment in high school.",0,16,16
persona::15774,15774,persona,a Singaporean high school student who is fond of supernatural drama series,16,yes,100,The persona explicitly identifies as a 'Singaporean high school student',0,16,16
persona::15969,15969,persona,A high school student who has never been interested in reading but is encouraged to explore different genres by the librarian,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::16213,16213,persona,A high school student exploring their own cultural identity through the exhibited art,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::16598,16598,persona,A 16-year-old high school student seeking advice on sexual health and contraception,16,yes,100,"The persona explicitly states 'a 16-year-old high school student', which directly identifies current enrollment in high school.",0,16,16
persona::16829,16829,persona,A high school student interested in pursuing a career in data science and seeking guidance on building a strong foundation in mathematics,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::17059,17059,persona,a fellow student and athlete from Zev Rosen's high school,16,yes,100,"The persona explicitly identifies as a 'fellow student' from 'Zev Rosen's high school', which confirms current enrollment in high school.",0,16,16
persona::17067,17067,persona,"A high school student inspired by the journalist's articles, who starts a voter education club at their school",16,yes,100,"The persona explicitly states they are a 'high school student' and mentions starting a voter education club at their school, which confirms current enrollment in high school.",0,16,16
persona::17200,17200,persona,A tenacious high school student researching for his history project eagerly,16,yes,100,"The persona explicitly states 'a tenacious high school student', which unambiguously identifies current enrollment in high school.",0,16,16
persona::17219,17219,persona,A talented musician in a high school band dreaming of getting into a prestigious conservatory,16,yes,100,"The persona explicitly states 'a high school band', which indicates current enrollment in high school.",0,16,16
persona::17482,17482,persona,A curious and determined high school student who aspires to become a white hat hacker,16,yes,100,The persona explicitly states 'high school student' which unambiguously indicates current enrollment in high school / upper secondary education.,0,16,16
persona::17688,17688,persona,A high school student passionate about creating their own video games using XNA,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::18106,18106,persona,A Greek high school student who is considering studying overseas and has a strong disdain for trend-following,16,yes,100,"The persona explicitly states 'A Greek high school student', which directly confirms current enrollment in high school / upper secondary education.",0,16,16
persona::18211,18211,persona,A high school student who finds science classes boring but gets excited about learning through comedy,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::18387,18387,persona,A curious high school student eager to learn about the Ottoman Empire from different perspectives,16,yes,100,"The persona explicitly states 'a curious high school student', which unambiguously identifies current enrollment in high school.",0,16,16
persona::18425,18425,persona,a high school football player who admires John Roderique and plans to become a coach.,16,yes,100,"The persona explicitly identifies as a 'high school football player', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::18511,18511,persona,A high school student eager to explore different subjects and learn from the persona's podcast recommendations,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::18602,18602,persona,A high school student who enjoys retro gaming and wants to learn the art of electronic repair,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::18919,18919,persona,A teenage high school student who is a huge K-pop fan and follows multiple bands religiously,16,yes,100,"The persona explicitly identifies as a 'teenage high school student', which directly confirms current enrollment in high school.",0,16,16
persona::19544,19544,persona,"A fellow athlete on the high school football team, who has already received multiple scholarship offers and can provide advice on the recruitment process",16,yes,100,"The persona explicitly identifies as a 'fellow athlete on the high school football team', which unambiguously indicates current enrollment in high school.",0,16,16
persona::19657,19657,persona,A high school student passionate about butterfly conservation and working on a related science fair project,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::19661,19661,persona,A high school student interested in pursuing a career as a correctional officer,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::19832,19832,persona,A sporty high school student who sometimes feels smothered by her parent's overprotectiveness,16,yes,100,"The persona explicitly states 'a sporty high school student', which directly identifies current enrollment in high school.",0,16,16
persona::20547,20547,persona,A Czech high school student interested in history and music,16,yes,100,"The persona explicitly identifies as a 'Czech high school student', which directly satisfies the mandatory condition of current enrollment in high school / upper secondary education.",0,16,16
persona::20695,20695,persona,A high school football player who is grateful for the librarian's support and encouragement,16,yes,100,"The persona explicitly identifies as a 'high school football player', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::21961,21961,persona,A talented high school soccer player seeking personalized training to improve her skills,16,yes,100,"The persona explicitly identifies as a 'high school soccer player', which directly indicates current enrollment in high school.",0,16,16
persona::22234,22234,persona,"A high school student with a passion for astronomy, looking for reliable sources to learn from",16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::22378,22378,persona,A curious high school student eager to learn about the historical significance of each item,16,yes,100,"The persona explicitly states 'A curious high school student', which unambiguously identifies current enrollment in high school.",0,16,16
persona::22419,22419,persona,A curious high school student fascinated by the stories of the Cold War,16,yes,100,"The persona explicitly states 'a curious high school student', which directly identifies current enrollment in high school.",0,16,16
persona::22809,22809,persona,An inquisitive high school student who is an aspiring writer and an admirer of Alice Walker's work.,16,yes,100,"The persona explicitly states 'An inquisitive high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::22882,22882,persona,A high school student who dreams of designing sustainable infrastructure in developing countries,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::23388,23388,persona,A high schooler who listens attentively to their stories and finds inspiration for their own future,16,yes,100,"The persona explicitly identifies as a 'high schooler', which directly satisfies the mandatory condition for current enrollment in high school / upper secondary education.",0,16,16
persona::23606,23606,persona,A curious high school biology student preparing for a science fair project on millipedes,16,yes,100,"The persona explicitly states 'a curious high school biology student', which unambiguously identifies current enrollment in high school.",0,16,16
persona::23635,23635,persona,A high school student who relies on these videos to understand and excel in their chemistry class,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::23774,23774,persona,a Taiwanese high school student who wishes to study in Australia in the future,16,yes,100,"The persona explicitly identifies as a 'Taiwanese high school student', which satisfies the mandatory condition of current enrollment in high school / upper secondary education.",0,16,16
persona::23845,23845,persona,A high school football player whose memorable moments on the field were beautifully captured by the sports photographer,16,yes,100,"The persona explicitly identifies as a 'high school football player', which directly indicates current enrollment in high school / upper secondary education.",0,16,16
persona::23880,23880,persona,an American high school student who is an avid film buff and who has a parent with an intellectual disability,16,yes,100,The persona explicitly identifies as an 'American high school student'.,0,16,16
persona::24057,24057,persona,A high school student who is always broke,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::24851,24851,persona,A wide receiver on the same high school football team who shares the same dream,16,yes,100,"The persona explicitly identifies as being on the same high school football team, which implies current enrollment in high school.",0,16,16
persona::25280,25280,persona,A high school student from Russia with a strong interest in comparative education and a budding passion for learning about different cultures through educational systems.,16,yes,100,"The persona explicitly states 'A high school student from Russia', which unambiguously indicates current enrollment in high school.",0,16,16
persona::25380,25380,persona,A high school student interested in joining the firefighting profession,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::26439,26439,persona,"A high school student passionate about theater, who benefits from the politician's advocacy by having access to better production equipment and facilities",16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::26724,26724,persona,A high school student who runs a popular playlist curation account on a music streaming platform,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::26780,26780,persona,A shy high school student who borrows courage from his favorite comic book heroes in cosplay,16,yes,100,"The persona explicitly states 'a shy high school student', which directly confirms current enrollment in high school.",0,16,16
persona::26959,26959,persona,"A high school student who shows interest in filmmaking, often turning historical events into short films",16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::27011,27011,persona,"A high school junior with a natural flair for writing, aiming for a career in law",16,yes,100,"The persona explicitly states 'a high school junior', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::27287,27287,persona,A high school student interested in pursuing women's studies and seeks guidance on how to navigate the field,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::27381,27381,persona,a high school student with grandparents diagnosed with Alzheimer’s,16,yes,100,"The persona explicitly states 'a high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::27709,27709,persona,A high school student from a rural area who relies on the virtual study sessions to supplement their math education,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::27848,27848,persona,A high school student interested in artificial intelligence and its applications in astronomy,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::27925,27925,persona,A high school senior who leads the peer support group and aspires to become a psychologist,16,yes,100,"The persona explicitly states 'a high school senior', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::28137,28137,persona,"A high school sophomore interested in both biology and math, benefiting from the interdisciplinary lessons",16,yes,100,"The persona explicitly states 'a high school sophomore', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::28656,28656,persona,A high school senior who aims for a Green Peace internship after graduation,16,yes,100,"The persona explicitly states 'a high school senior', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::28709,28709,persona,A popular high school athlete who relies on their friend's tech skills to keep up with their grades,16,yes,100,"The persona explicitly states 'a popular high school athlete', which unambiguously identifies them as currently enrolled in high school.",0,16,16
persona::28768,28768,persona,A high school senior struggling with calculus but excelling in creative arts,16,yes,100,"The persona explicitly states 'a high school senior', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::28772,28772,persona,A high school student who is just beginning to discover the complexity of post-modernist literature,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::28966,28966,persona,a Kiwi high school student considering local universities,16,yes,100,"The persona explicitly identifies as a 'Kiwi high school student', which unambiguously indicates current enrollment in high school/upper secondary education.",0,16,16
persona::29151,29151,persona,A high school student who is passionate about paleontology and looks up to scientists like Hou Xian-guang,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::29154,29154,persona,A talented high school baseball player with dreams of playing at the professional level,16,yes,100,"The persona explicitly identifies as a 'high school baseball player', which directly indicates current enrollment in high school.",0,16,16
persona::29228,29228,persona,A high school student who eagerly waits for their older sibling's reviews to decide on their next read,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::29339,29339,persona,A high school student preparing for an archaeology competition and seeks expert advice,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions preparing for an archaeology competition, which confirms current enrollment in high school.",0,16,16
persona::29570,29570,persona,A high school student fascinated by how equations and theories apply to real-life constructions,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::29649,29649,persona,A high school student preparing for a robotics competition and seeking help with programming their STM32 microcontroller,16,yes,100,The persona explicitly states they are a high school student preparing for a robotics competition.,0,16,16
persona::30221,30221,persona,"A high school student on the baseball team, who is keen on learning the sport's history and tactics",16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions being on the baseball team, which confirms current enrollment in high school.",0,16,16
persona::30882,30882,persona,A curious high school student who assists in conducting and documenting their visual experiments,16,yes,100,"The persona explicitly states 'a curious high school student', which directly identifies current enrollment in high school.",0,16,16
persona::30893,30893,persona,A high school student who volunteers alongside their grandparent and learns about the importance of giving back to the community,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::31270,31270,persona,A high schooler seeking guidance on how to improve their research skills for academic success,16,yes,100,"The persona explicitly identifies as a 'high schooler', which directly satisfies the mandatory condition for current enrollment in high school/upper secondary education.",0,16,16
persona::31407,31407,persona,"A high school student with a keen interest in community service, looking to learn from the teacher's experiences",16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::31623,31623,persona,A high school student learning Python for their science fair project on artificial intelligence,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::31713,31713,persona,A curious high school student who draws inspiration for her own mystery stories,16,yes,100,"The persona explicitly states 'a curious high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::32217,32217,persona,a balky high school student who is bored with brands but likes sports—particularly track and field events.,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::32233,32233,persona,A high school student who dreams of becoming an automotive journalist,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::32299,32299,persona,"A high school student interested in computer science, seeking advice on preparing for coding competitions",16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::32536,32536,persona,a fashion-conscious high school girl who loves shopping at American Eagle Outfitters,16,yes,100,"The persona explicitly identifies as a 'high school girl', which unambiguously indicates current enrollment in high school.",0,16,16
persona::32600,32600,persona,a 17-year-old high school student in London who dreams of working in space exploration,17,yes,100,"The persona explicitly states 'a 17-year-old high school student in London', which directly confirms current enrollment in high school.",0,17,17
persona::32941,32941,persona,"a hopeful senior high school student in Tanjay City, Negros Oriental, Philippines.",16,yes,100,"The persona explicitly states 'a hopeful senior high school student', which unambiguously indicates current enrollment in high school / upper secondary education.",0,16,16
persona::33060,33060,persona,an Austrian high school student who struggles with language courses,16,yes,100,"The persona explicitly identifies as an 'Austrian high school student', which satisfies the mandatory condition of current enrollment in high school / upper secondary education.",0,16,16
persona::33082,33082,persona,A teenger striving to complete her high school education while learning English,16,yes,100,"The persona explicitly states 'striving to complete her high school education', which confirms current enrollment in high school.",0,16,16
persona::33324,33324,persona,A curious high school student researching names for a sociology project.,16,yes,100,"The persona explicitly states 'A curious high school student', which unambiguously identifies current enrollment in high school.",0,16,16
persona::34296,34296,persona,A high school student who's just suffered a sports injury and is anxious about it,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::34394,34394,persona,"An ambitious high school student with diverse interests, developing strong leadership skills by actively participating in different clubs and societies",16,yes,100,"The persona explicitly states 'An ambitious high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::34489,34489,persona,A talented set designer in the same high school who has won awards for their creative stage backdrops,16,yes,100,"The persona explicitly identifies as a 'talented set designer in the same high school', which confirms current enrollment in high school.",0,16,16
persona::34650,34650,persona,A high school marching band member who aspires to perform in the Super Bowl halftime show,16,yes,100,"The persona explicitly identifies as a 'high school marching band member', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::34666,34666,persona,A high school student struggling with the complexities of a long-distance relationship,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::34966,34966,persona,a Russian high school student who is interested in psychology and history,16,yes,100,"The persona explicitly identifies as a 'Russian high school student', which directly satisfies the mandatory condition for current enrollment in high school / upper secondary education.",0,16,16
persona::35079,35079,persona,A camera operator always looking for the perfect shot during high school matches,16,yes,100,"The persona mentions 'high school matches', which explicitly indicates current involvement in high school activities, implying current enrollment in high school.",0,16,16
persona::35203,35203,persona,A high school student in Peru who aspires to become a renowned writer like Nivardo Cordova Salinas.,16,yes,100,"The persona explicitly states 'A high school student in Peru', which directly confirms current enrollment in high school.",0,16,16
persona::35670,35670,persona,A high school student eagerly awaiting their driving test.,16,yes,100,The persona explicitly states they are a 'high school student'.,0,16,16
persona::35946,35946,persona,A shy and introverted high school student struggling with the effects of abuse at home,16,yes,100,The persona explicitly self-identifies as a 'high school student'.,0,16,16
persona::36229,36229,persona,"A curious and introspective high school student who finds inspiration in the themes of honor, duty, and sacrifice",16,yes,100,The persona explicitly self-identifies as a 'high school student'.,0,16,16
persona::36357,36357,persona,A high school student doing a summer internship to learn about sustainable agriculture and pollinators,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::36379,36379,persona,A High school student participating in the discussion,16,yes,100,"The persona explicitly states 'A High school student', which unambiguously indicates current enrollment in high school.",0,16,16
