original_index,age_refined,persona_text,model_name,subject,relation,object,regime
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,unfamiliar,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,travels_through,country,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rescued,princess,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rescues,princess,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,life,is_at_stake_in,knight_vs_dragon_battle,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,young,describes,knight,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,fights,dragon,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appeared,forest,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appeared,young,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,helped,princess,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,was,thankful,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wore,armor,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,killed,dragon,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,was,thankful,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,fights_for,death,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appeared,forest,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,armor,suffers_from_scorching,heat,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,thankful,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_to,princess,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_weakened_by,armor_damage,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,kidnapping,princess,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,armor,damaged,damaged,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,fights_for,death,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_for,princess,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,hurries_after,dragon,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,engaged_in_battle_with,dragon,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful,knight,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,frees,princess,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,married,princess,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,young,true,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,young,describes,knight,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_target_of,knight,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thanked_by,princess,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,young,true,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,freed,princess,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,is_in,forest,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wears,armor,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,feels_gratitude_towards,knight,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rescues,princess,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,young,describes,knight,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,fights_for,life,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,thankful,describes,princess,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,marries,princess,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,kidnaps,princess,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,young knight,is young,young,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,marries,princess,high_school
0,16,A curious high school student from Beijing who likes to play detective games and prides herself on her careful observation and logical reasoning. She is very interested in international politics and diplomacy and has a nuanced understanding of geopolitical issues from watching and reading the news.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,life,is_at_stake_in,knight_dragon_battle,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,engages_in_battle_with,dragon,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,unfamiliar,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,marries,princess,high_school
1,16,A high school senior passionate about social work and considering a career in nursing,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,high_school
2,16,a high school student who is not interested in cross country,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_noble,country,high_school
2,16,a high school student who is not interested in cross country,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,noble,true,high_school
2,16,a high school student who is not interested in cross country,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appears,unfamiliar,high_school
2,16,a high school student who is not interested in cross country,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,high_school
2,16,a high school student who is not interested in cross country,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,high_school
2,16,a high school student who is not interested in cross country,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_married_to,knight,high_school
2,16,a high school student who is not interested in cross country,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,high_school
3,16,A Nigerian high school student interested in debating and aspiring to represent Nigeria at an international level.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,high_school
3,16,A Nigerian high school student interested in debating and aspiring to represent Nigeria at an international level.,Qwen/Qwen3-30B-A3B-Instruct-2507,young knight,has,horse,high_school
3,16,A Nigerian high school student interested in debating and aspiring to represent Nigeria at an international level.,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,fights_for,death,high_school
3,16,A Nigerian high school student interested in debating and aspiring to represent Nigeria at an international level.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,high_school
3,16,A Nigerian high school student interested in debating and aspiring to represent Nigeria at an international level.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is thankful to,knight,high_school
4,16,A high school friend of Jim who has little interest in politics.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,thanks,knight,high_school
4,16,A high school friend of Jim who has little interest in politics.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,young_knight,high_school
4,16,A high school friend of Jim who has little interest in politics.,Qwen/Qwen3-30B-A3B-Instruct-2507,armor,is_scorched_by,knight,high_school
4,16,A high school friend of Jim who has little interest in politics.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,high_school
5,16,A high school student highly skilled in strategic thinking and excels in team-based multiplayer games,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,high_school
5,16,A high school student highly skilled in strategic thinking and excels in team-based multiplayer games,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rides,horse,high_school
5,16,A high school student highly skilled in strategic thinking and excels in team-based multiplayer games,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,high_school
5,16,A high school student highly skilled in strategic thinking and excels in team-based multiplayer games,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,unfamiliar,country,high_school
5,16,A high school student highly skilled in strategic thinking and excels in team-based multiplayer games,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,high_school
5,16,A high school student highly skilled in strategic thinking and excels in team-based multiplayer games,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,young,high_school
5,16,A high school student highly skilled in strategic thinking and excels in team-based multiplayer games,Qwen/Qwen3-30B-A3B-Instruct-2507,thankful,describes,princess,high_school
5,16,A high school student highly skilled in strategic thinking and excels in team-based multiplayer games,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,kills,dragon,high_school
6,16,A teenager who uses music as an escape from the stress of high school,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,high_school
6,16,A teenager who uses music as an escape from the stress of high school,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,high_school
6,16,A teenager who uses music as an escape from the stress of high school,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,high_school
6,16,A teenager who uses music as an escape from the stress of high school,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,high_school
6,16,A teenager who uses music as an escape from the stress of high school,Qwen/Qwen3-30B-A3B-Instruct-2507,scorched,describes,armor,high_school
7,16,A fellow science fair participant with a keen interest in marine life and a rivalry with the high school junior,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,unfamiliar,country,high_school
7,16,A fellow science fair participant with a keen interest in marine life and a rivalry with the high school junior,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,high_school
7,16,A fellow science fair participant with a keen interest in marine life and a rivalry with the high school junior,Qwen/Qwen3-30B-A3B-Instruct-2507,armor,is_damaged_by,dragon,high_school
7,16,A fellow science fair participant with a keen interest in marine life and a rivalry with the high school junior,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,marries,princess,high_school
7,16,A fellow science fair participant with a keen interest in marine life and a rivalry with the high school junior,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,thankful,knight,high_school
7,16,A fellow science fair participant with a keen interest in marine life and a rivalry with the high school junior,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,high_school
8,16,A high school student eager to explore different subjects and learn from the persona's podcast recommendations,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,high_school
8,16,A high school student eager to explore different subjects and learn from the persona's podcast recommendations,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,describes,unfamiliar,high_school
8,16,A high school student eager to explore different subjects and learn from the persona's podcast recommendations,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,experiences,damage_to_armor,high_school
8,16,A high school student eager to explore different subjects and learn from the persona's podcast recommendations,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,high_school
8,16,A high school student eager to explore different subjects and learn from the persona's podcast recommendations,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,high_school
9,16,an American high school student who is an avid film buff and who has a parent with an intellectual disability,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appeared,country,high_school
9,16,an American high school student who is an avid film buff and who has a parent with an intellectual disability,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rescued,princess,high_school
9,16,an American high school student who is an avid film buff and who has a parent with an intellectual disability,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,high_school
9,16,an American high school student who is an avid film buff and who has a parent with an intellectual disability,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wore,armor,high_school
9,16,an American high school student who is an avid film buff and who has a parent with an intellectual disability,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,helped,princess,high_school
9,16,an American high school student who is an avid film buff and who has a parent with an intellectual disability,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,fought,dragon,high_school
