original_index,age_refined,persona_text,model_name,subject,relation,object,regime
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,princess,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,beautiful,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,person,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appears_in,country,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,hurries_after,dragon,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,forest,is,mysterious,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,unfamiliar,describes,knight,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,fights_for,death,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,armor,becomes_scorched,knight,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,frees,princess,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,valiant,is,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,happily,marries,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appears,forest,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,feels_gratitude_toward,knight,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,fights_for,life,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,young,describes,knight,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_for,princess,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,fights_for,death,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,protects,princess,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rescues,princess,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,lives_in,castle,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,fights_for,death,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thanked_by,princess,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,young,describes,knight,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,fights_for,life,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_to,princess,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_for,princess,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,is_unfamiliar_with,forest,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,young,describes,dragon,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,thanks,knight,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rescues,princess,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thanked_by,princess,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,fights_with,knight,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appears,unfamiliar,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rides,horse,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,primary
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,fought_for,death,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_for,princess,primary
1,8,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,was_thankful_to,knight,primary
2,8,I am a curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rides,horse,primary
2,8,I am a curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,primary
2,8,I am a curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,was thanked by,princess,primary
2,8,I am a curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,was,thankful,primary
3,8,An elementary school student who looks forward to watching the weather report every day,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,primary
3,8,An elementary school student who looks forward to watching the weather report every day,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_to,princess,primary
3,8,An elementary school student who looks forward to watching the weather report every day,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,primary
3,8,An elementary school student who looks forward to watching the weather report every day,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,kidnapping,princess,primary
3,8,An elementary school student who looks forward to watching the weather report every day,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,marries,princess,primary
3,8,An elementary school student who looks forward to watching the weather report every day,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,primary
4,8,An elementary school student who shares their favorite pop songs with the principal and asks for recommendations,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,primary
4,8,An elementary school student who shares their favorite pop songs with the principal and asks for recommendations,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,primary
4,8,An elementary school student who shares their favorite pop songs with the principal and asks for recommendations,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,primary
4,8,An elementary school student who shares their favorite pop songs with the principal and asks for recommendations,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,primary
5,8,A curious elementary school student who looks forward to meeting the author and asking questions about their books,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,primary
5,8,A curious elementary school student who looks forward to meeting the author and asking questions about their books,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appears,unfamiliar,primary
5,8,A curious elementary school student who looks forward to meeting the author and asking questions about their books,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,primary
5,8,A curious elementary school student who looks forward to meeting the author and asking questions about their books,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,unfamiliar,country,primary
5,8,A curious elementary school student who looks forward to meeting the author and asking questions about their books,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,primary
5,8,A curious elementary school student who looks forward to meeting the author and asking questions about their books,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,primary
5,8,A curious elementary school student who looks forward to meeting the author and asking questions about their books,Qwen/Qwen3-30B-A3B-Instruct-2507,thankful,describes,princess,primary
6,8,A curious elementary school student in need of help with math and science homework,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,primary
6,8,A curious elementary school student in need of help with math and science homework,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,primary
6,8,A curious elementary school student in need of help with math and science homework,Qwen/Qwen3-30B-A3B-Instruct-2507,scorched,describes,armor,primary
7,8,A 3rd grade biology enthusiast,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_brave,property,primary
7,8,A 3rd grade biology enthusiast,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rescued,princess,primary
7,8,A 3rd grade biology enthusiast,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_responsible_for,princess,primary
7,8,A 3rd grade biology enthusiast,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,primary
7,8,A 3rd grade biology enthusiast,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,has_emotion,thankful,primary
7,8,A 3rd grade biology enthusiast,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,primary
8,8,A primary school student who eagerly provides input and suggestions for story development,Qwen/Qwen3-30B-A3B-Instruct-2507,armor,is scorched,knight,primary
8,8,A primary school student who eagerly provides input and suggestions for story development,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,primary
8,8,A primary school student who eagerly provides input and suggestions for story development,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appears,unfamiliar,primary
8,8,A primary school student who eagerly provides input and suggestions for story development,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,primary
8,8,A primary school student who eagerly provides input and suggestions for story development,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,describes,young,primary
8,8,A primary school student who eagerly provides input and suggestions for story development,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,has,armor,primary
9,10,A 10-year-old child with autism spectrum disorder who benefits from occupational therapy to improve their motor skills,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appeared,unfamiliar,primary
9,10,A 10-year-old child with autism spectrum disorder who benefits from occupational therapy to improve their motor skills,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,kidnapping,princess,primary
9,10,A 10-year-old child with autism spectrum disorder who benefits from occupational therapy to improve their motor skills,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,primary
9,10,A 10-year-old child with autism spectrum disorder who benefits from occupational therapy to improve their motor skills,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,primary
10,8,A local elementary school student who is part of a gardening club and looks up to the urban gardening enthusiast as a mentor,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thanked_by,princess,primary
10,8,A local elementary school student who is part of a gardening club and looks up to the urban gardening enthusiast as a mentor,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,primary
10,8,A local elementary school student who is part of a gardening club and looks up to the urban gardening enthusiast as a mentor,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,kidnaps,princess,primary
10,8,A local elementary school student who is part of a gardening club and looks up to the urban gardening enthusiast as a mentor,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,fights_for,death,primary
10,8,A local elementary school student who is part of a gardening club and looks up to the urban gardening enthusiast as a mentor,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,primary
10,8,A local elementary school student who is part of a gardening club and looks up to the urban gardening enthusiast as a mentor,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,feels,thankful,primary
10,8,A local elementary school student who is part of a gardening club and looks up to the urban gardening enthusiast as a mentor,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,primary
11,6,A 6-year-old child who experienced a traumatic event and is in need of therapy,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thanked_by,princess,primary
11,6,A 6-year-old child who experienced a traumatic event and is in need of therapy,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appeared,child,primary
11,6,A 6-year-old child who experienced a traumatic event and is in need of therapy,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,primary
11,6,A 6-year-old child who experienced a traumatic event and is in need of therapy,Qwen/Qwen3-30B-A3B-Instruct-2507,country,is_unfamiliar_to,knight,primary
11,6,A 6-year-old child who experienced a traumatic event and is in need of therapy,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,unfamiliar,primary
11,6,A 6-year-old child who experienced a traumatic event and is in need of therapy,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,kidnapping,princess,primary
11,6,A 6-year-old child who experienced a traumatic event and is in need of therapy,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,primary
11,6,A 6-year-old child who experienced a traumatic event and is in need of therapy,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,married,princess,primary
