global_persona_index,age,persona_text,item_id,condition,score
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,21,predictive,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,21,explicit,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,38,control,2
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,38,predictive,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,38,explicit,2
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,36,control,2
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,36,predictive,4
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,36,explicit,4
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,31,control,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,31,predictive,4
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,31,explicit,4
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,30,control,2
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,30,predictive,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,30,explicit,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,37,control,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,37,predictive,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,37,explicit,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,39,control,1
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,39,predictive,2
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,39,explicit,2
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,24,control,1
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,24,predictive,2
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,24,explicit,2
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,23,control,1
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,23,predictive,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,23,explicit,4
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,4,control,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,4,predictive,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,4,explicit,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,15,control,2
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,15,predictive,4
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,15,explicit,4
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,3,control,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,3,predictive,4
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,3,explicit,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,12,control,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,12,predictive,4
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,12,explicit,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,40,control,2
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,40,predictive,2
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,40,explicit,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,2,control,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,2,predictive,4
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,2,explicit,4
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,13,control,4
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,13,predictive,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,13,explicit,4
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,5,control,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,5,predictive,4
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,5,explicit,4
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,14,control,2
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,14,predictive,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,14,explicit,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,22,control,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,22,predictive,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,22,explicit,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,25,control,2
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,25,predictive,3
0,8,A curious elementary school student who eagerly awaits the next story on their daily bus ride,25,explicit,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,32,control,2
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,32,predictive,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,32,explicit,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,35,control,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,35,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,35,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,34,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,34,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,34,explicit,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,33,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,33,predictive,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,33,explicit,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,20,control,2
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,20,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,20,explicit,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,18,control,2
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,18,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,18,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,27,control,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,27,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,27,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,9,control,2
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,9,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,9,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,11,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,11,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,11,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,7,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,7,predictive,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,7,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,29,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,29,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,29,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,16,control,2
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,16,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,16,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,6,control,2
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,6,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,6,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,28,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,28,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,28,explicit,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,17,control,2
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,17,predictive,2
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,17,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,1,control,1
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,1,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,1,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,10,control,2
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,10,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,10,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,19,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,19,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,19,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,26,control,2
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,26,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,26,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,8,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,8,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,8,explicit,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,21,control,2
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,21,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,21,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,38,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,38,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,38,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,36,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,36,predictive,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,36,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,31,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,31,predictive,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,31,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,30,control,2
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,30,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,30,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,37,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,37,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,37,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,39,control,1
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,39,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,39,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,24,control,1
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,24,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,24,explicit,2
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,23,control,1
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,23,predictive,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,23,explicit,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,4,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,4,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,4,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,15,control,2
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,15,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,15,explicit,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,3,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,3,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,3,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,12,control,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,12,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,12,explicit,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,40,control,2
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,40,predictive,2
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,40,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,2,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,2,predictive,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,2,explicit,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,13,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,13,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,13,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,5,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,5,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,5,explicit,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,14,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,14,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,14,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,22,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,22,predictive,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,22,explicit,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,25,control,3
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,25,predictive,4
1,8,An imaginative elementary school student with a pet iguana and a love for adventure stories,25,explicit,4
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,32,control,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,32,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,32,explicit,4
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,35,control,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,35,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,35,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,34,control,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,34,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,34,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,33,control,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,33,predictive,4
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,33,explicit,4
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,20,control,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,20,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,20,explicit,4
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,18,control,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,18,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,18,explicit,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,27,control,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,27,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,27,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,9,control,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,9,predictive,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,9,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,11,control,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,11,predictive,4
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,11,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,7,control,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,7,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,7,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,29,control,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,29,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,29,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,16,control,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,16,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,16,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,6,control,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,6,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,6,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,28,control,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,28,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,28,explicit,4
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,17,control,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,17,predictive,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,17,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,1,control,1
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,1,predictive,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,1,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,10,control,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,10,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,10,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,19,control,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,19,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,19,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,26,control,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,26,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,26,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,8,control,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,8,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,8,explicit,4
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,21,control,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,21,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,21,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,38,control,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,38,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,38,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,36,control,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,36,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,36,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,31,control,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,31,predictive,4
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,31,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,30,control,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,30,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,30,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,37,control,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,37,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,37,explicit,4
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,39,control,1
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,39,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,39,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,24,control,1
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,24,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,24,explicit,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,23,control,2
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,23,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,23,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,4,control,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,4,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,4,explicit,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,15,control,1
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,15,predictive,3
2,8,A curious elementary school student who has just learned about millipedes in science class and is fascinated by all kinds of bugs.,15,explicit,4
