idx,regime,persona_text,subject,relation,object,num_triplets,num_unique_triplets,num_unique_subjects,num_unique_objects,num_unique_concepts,num_unique_relations,triplet_repetition_ratio,persona_num_tokens,triplets_per_100_tokens,sentiment_score,lexical_ttr,lexical_avg_word_len,graph_num_nodes,graph_num_edges,graph_avg_degree,graph_density,graph_num_components,graph_largest_component_size,graph_largest_component_ratio
34,primary,A timid 8-year-old child who is afraid of the water but eager to learn swimming,princess; knight; knight; knight; princess; princess; princess; knight; knight; knight; princess; princess; princess; knight; princess; princess; princess; princess; princess,is; is; serves; protects; is; married; attends; meets; is; serves; lives_in; is; is_child_of; attends; is; meets; is_child_of; thanks; interacts_with,thankful; noble; king; kingdom; happy; knight; wedding; princess; brave; queen; castle; loyal; king; wedding; grateful; knight; queen; knight; knight,19,19,2,13,13,10,0.0,15,126.66666666666666,0.0,1.0,3.7058823529411766,13,19,2.3076923076923075,0.24358974358974358,1,13,1.0
35,primary,A primary school student who serves as the first reader and critic of every new book,princess; princess; knight; princess; knight; princess; princess; princess; knight; knight; knight; knight; dragon; knight; knight; knight; princess; knight; knight; princess; princess; princess; princess; princess; knight,lives_with; is; is; is; is; has; marries; is; is; lives_with; encounters; frees; appeared_in; is; follows; is_related_to; gets_married_at; gets_married_at; has; meets; is; is_freed_by; is_related_to; thanks; marries,family; thankful; devoted; loving; loving; wedding; knight; happy; happy; family; princess; princess; story; brave; guide; princess; castle; castle; wedding; knight; devoted; knight; knight; knight; princess,25,25,3,12,13,13,0.0,16,156.25,0.0,1.0,4.3125,13,25,2.6153846153846154,0.32051282051282054,2,11,0.8461538461538461
37,primary,An 8-year-old Sudanese child who received healthcare from the EMERGENCY Peadiatric Clinic in Port Sudan.,princess; princess; knight; knight; princess; princess; princess; knight; knight; knight; princess; princess; knight; knight; princess; knight; knight,is; is; is; is; is; married; attends; rides; is; is; lives_in; is; is; attends; thanks; defends; visits,thankful; royal; thankful; noble; happy; knight; wedding; horse; brave; unfamiliar; castle; loyal; loyal; wedding; knight; kingdom; castle,17,17,2,12,13,8,0.0,15,113.33333333333333,0.0,1.0,5.117647058823529,13,17,2.4615384615384617,0.21794871794871795,1,13,1.0
39,primary,A 10-year-old child who actively participates in school debates and is learning the importance of peaceful conflict resolution,princess; knight; princess; knight; knight; princess; knight; knight; knight; knight; dragon; knight; knight; princess; knight; princess; princess; knight; knight; princess; knight; princess; princess; princess,is; frees; is; protects; is; marries; is_thanked_by; celebrates; marries; rides_to_rescue; is_an; emerges_victorious_at; wants_to_marry; celebrates; rides; is_freed_by; lives_in; fights_against; gets_married_at; gets_married_at; is; is; meets_in; thanks,kind; princess; thankful; castle; generous; knight; princess; wedding; princess; castle; opponent; battlefield; princess; wedding; horse; knight; castle; dragon; castle; castle; brave; loving; castle; knight,24,24,3,13,13,17,0.0,18,133.33333333333331,0.0,1.0,5.35,13,24,2.1538461538461537,0.3076923076923077,1,13,1.0
40,primary,An elementary school student who is motivated to read in order to earn rewards at the local business,princess; knight; knight; knight; knight; princess; knight; dragon; princess; knight; dragon; knight; princess; princess; knight; princess; knight; princess; princess; knight; princess; knight,is; is; is; is; protects; thanks; visits; fights_for; is_child_of; serves; kidnaps; receives_thanks_from; married; is; married; is; is; is; is_child_of; passes_through; lives_in; is,generous; generous; young; noble; kingdom; knight; castle; life; king; king; princess; princess; knight; grateful; princess; thankful; loyal; noble; queen; village; castle; brave,22,22,3,15,16,12,0.0,18,122.22222222222223,0.0,0.9444444444444444,4.611111111111111,16,22,2.375,0.18333333333333332,1,16,1.0
42,primary,A curious 7-year-old who loves reading and immerses herself in the vibrant world of picture books,knight; knight; princess; princess; knight; princess; knight; knight; princess; princess; princess; princess; princess; princess; knight; princess; knight; knight; knight; princess; knight,is; is_thanked_by; is; thanks; serves; was_freed_by; is; has; lives_in; gets_married_at; married; is; is; has; married; is; protects; is; lives_in; lives_in; gets_married_at,generous; princess; loyal; knight; royal family; knight; happy; wedding; kingdom; castle; knight; happy; grateful; wedding; princess; thankful; castle; loyal; castle; castle; castle,21,21,2,11,11,10,0.0,16,131.25,0.0,1.0,4.444444444444445,11,21,2.5454545454545454,0.38181818181818183,1,11,1.0
43,primary,A 3-year-old child who struggles with articulation and speech sound production,knight; princess; knight; knight; princess; princess; knight; knight; knight; princess; princess; princess; princess; knight; knight; knight; princess,is; is; joins; freed; thanks; has; attends; rides; is; married; is; has; is; protects; is; lives_in; lives_in,noble; loyal; family; princess; knight; family; wedding; horse; curious; knight; happy; wedding; thankful; castle; loyal; castle; castle,17,17,2,11,11,10,0.0,11,154.54545454545453,0.0,1.0,5.076923076923077,11,17,2.5454545454545454,0.3090909090909091,1,11,1.0
44,primary,a 10-year-old kid who has learned little programming,princess; knight; king; princess; knight; princess; queen; knight; knight; dragon; princess; princess; princess; princess; knight; princess; knight; princess; princess; knight; princess; knight,is; has; rules; has; freed_from; is; rules; is; visits; fights_for; needs_to_be_freed; is_child_of; thanks; is_child_of; wants_to; lives_in; gets_married_at; gets_married_at; is; is; married; freed,happy; wedding; country; wedding; castle; thankful; country; noble; castle; life; knight; queen; knight; king; rescue; castle; castle; castle; loving; happy; knight; princess,22,22,5,13,14,14,0.0,8,275.0,0.0,1.0,4.3,14,22,2.2857142857142856,0.24175824175824176,2,12,0.8571428571428571
45,primary,A kindergartener who enjoys stories about knights and castles,princess; princess; princess; knight; knight; knight; princess; dragon; princess; knight; knight; knight; knight; knight; princess,is; is; meets; fights_to_protect; lives_in; appeared_in; thanks; attacks; lives_in; is; fought_for; is; is; receives_thanks_from; married,grateful; thankful; knight; princess; castle; story; knight; castle; castle; chivalrous; death; adventurous; brave; princess; knight,15,15,3,10,11,10,0.0,9,166.66666666666669,0.0,1.0,5.888888888888889,11,15,2.0,0.2727272727272727,1,11,1.0
46,primary,A curious primary school student from France.,princess; princess; princess; princess; knight; student; dragon; dragon; knight; princess; knight; princess; princess,is; is_daughter_of; is_daughter_of; is; serves; is; is; uses; hurries_after; lives_in; is; married; thanks,happy; queen; king; thankful; king; young; unfamiliar; weapon; dragon; castle; brave; knight; knight,13,13,4,11,13,8,0.0,7,185.71428571428572,0.0,1.0,5.428571428571429,13,13,1.8461538461538463,0.16666666666666666,2,11,0.8461538461538461
47,primary,An elementary school student working on a community recycling project for a school fair,princess; princess; princess; princess; princess; knight; knight; princess; princess; map; princess,is; is; was_freed_by; is; is_loved_by; hurries_after; fights_for; lives_in; thanks; is; married,grateful; thankful; knight; noble; knight; dragon; kingdom; kingdom; knight; unfamiliar; knight,11,11,3,7,9,8,0.0,14,78.57142857142857,0.0,0.8571428571428571,5.285714285714286,9,11,1.7777777777777777,0.3055555555555556,2,7,0.7777777777777778
48,primary,A elementary school student on the student council who voices peers' concerns about playground safety,knight; princess; knight; knight; knight; princess; princess; knight; knight; knight; knight; princess; princess; princess,saves; is; freed; meets; meets; is_saved_by; is; is_thanked_by; visits; wants_to_marry; will_face; thanks; lives_in; married,princess; grateful; princess; king; queen; knight; thankful; princess; castle; princess; dragon; knight; castle; knight,14,14,2,8,8,12,0.0,15,93.33333333333333,0.0,0.9333333333333333,5.733333333333333,8,14,2.0,0.5,1,8,1.0
49,primary,A 6-year-old child with a curious mind and a willingness to participate in cognitive development studies,knight; knight; knight; princess; knight; princess; knight; princess; knight; knight; knight; princess; princess; knight; knight; princess; princess; princess; knight; princess; knight; knight; knight; princess,participates_in; is; is; is; joins; thanks; performs; has; meets; wants_to_marry_in; wants_to_free; participates_in; is_married_to; is_married_to; receives_thanks_from; married; is; is; married; is; is; lives_in; fights_to_protect; lives_in,wedding; generous; noble; loyal; family; knight; rescue; family; king; castle; princess; wedding; knight; princess; princess; knight; happy; grateful; princess; thankful; loyal; castle; kingdom; castle,24,24,2,14,14,14,0.0,16,150.0,0.0,0.8888888888888888,4.833333333333333,14,24,2.4285714285714284,0.26373626373626374,1,14,1.0
50,primary,A shy elementary school student struggling to pronounce certain sounds correctly,princess; student; princess; knight; student; princess; knight; knight; dragon; armor; student; princess; princess; knight,is; learns_about; thanks; visits; learns_about; is; meets; uses; appeared_in; gets; is; is_freed_by; married; frees,thankful; princess; knight; classroom; knight; Grateful; king; weapon; country; damaged; young; knight; knight; princess,14,14,5,10,13,11,0.0,11,127.27272727272727,0.0,1.0,6.363636363636363,13,14,1.6923076923076923,0.1794871794871795,3,9,0.6923076923076923
51,primary,A 10-year-old schoolboy who lives in Nigeria,knight; princess; princess; princess; knight; knight; princess; princess; knight; knight; dragon; knight; dragon; dragon; knight; princess; princess; knight; princess; knight; knight; knight,lives_in; lives_in; thanks; is; protects; is_thanked_by; is; attends; passes_through; uses; is_opponent_of; is; is; is; attends; is; is; is; married; serves; is; is,castle; castle; knight; thankful; castle; princess; grateful; wedding; village; weapon; knight; generous; strong; fast; wedding; loyal; happy; loyal; knight; kingdom; happy; brave,22,22,3,15,16,11,0.0,7,314.2857142857143,0.0,1.0,4.0,16,22,2.375,0.18333333333333332,1,16,1.0
52,primary,An elementary school student who prefers reading traditional storybooks over digital ones,princess; princess; knight; knight; knight; knight; princess; knight; princess; princess; princess; knight; knight; dragon; knight; knight; princess; princess; knight,lives_in; is; serves; married; is; defends; married; receives_thanks_from; thanks; is; attends; is; is_against; was_killed_by; attends; is; is; is; is,castle; thankful; royal family; princess; generous; castle; knight; princess; knight; grateful; wedding; elementary; dragon; knight; wedding; brave; happy; young; adventurous,19,19,3,14,14,10,0.0,12,158.33333333333331,0.0,1.0,6.5,14,19,2.142857142857143,0.2087912087912088,1,14,1.0
53,primary,A primary school student who loves learning new healthy recipes to cook at home,knight; princess; princess; princess; princess; knight; knight; knight; princess; princess; princess,protects; is; is; is_thankful_to; is; married; receives_thanks_from; interacts_with; has; married; interacts_with,kingdom; thankful; appreciative; knight; grateful; princess; princess; princess; family; knight; knight,11,11,2,7,7,7,0.0,14,78.57142857142857,0.0,1.0,4.714285714285714,7,11,1.7142857142857142,0.5238095238095238,1,7,1.0
54,primary,A9-year-old child who greatly enjoys the storytelling events and wants to become a writer,knight; princess; princess; princess; knight; knight; knight; princess; princess; princess; knight; princess; princess; knight; knight; dragon; knight; knight; knight; princess; knight; knight; knight,married_to; lives_in; is; is; defends; meets; used_for_rescue; meets; is_related_to; thanks; visits; is_to_be_married_to; attends; reads_about_in; meets; reads_about_in; attends; is_related_to; is; resides_in; is; killed; is_thanked_by,princess; castle; thankful; kind; castle; princess; horse; knight; Story; knight; castle; knight; wedding; Book; king; Book; wedding; Story; brave; castle; powerful; dragon; princess,23,23,3,13,13,15,0.0,14,164.28571428571428,0.0,1.0,4.625,13,23,2.4615384615384617,0.2948717948717949,1,13,1.0
